Academic_Year,Semester,Student_ID,Course_Code,Total_Sessions,Sessions_Attended,Attendance_Percentage,Attendance_Status
2023/24,Sem2,10002858,B1503,20,17,89.2,Good
2023/24,Sem2,10002858,B1504,20,16,80.9,Good
2023/24,Sem1,10002859,B3001,20,13,69.4,Warning
2023/24,Sem1,10002859,B3002,20,11,58.6,Concern
2023/24,Sem1,10002859,B3009,20,12,64.7,Warning
2023/24,Sem1,10002859,B3010,20,13,69.3,Warning
2023/24,Sem2,10002859,B3507,20,11,55.0,Concern
2023/24,Sem2,10002859,B3508,20,11,56.7,Concern
2023/24,Sem2,10002859,B3511,20,12,63.3,Warning
2023/24,Sem2,10002859,B3512,20,8,43.5,Concern
2023/24,Sem1,10002860,B3001,20,16,83.0,Good
2023/24,Sem1,10002860,B3002,20,14,73.8,Warning
2023/24,Sem1,10002860,B3009,20,18,90.8,Good
2023/24,Sem1,10002860,B3010,20,17,87.8,Good
2023/24,Sem2,10002860,B3507,20,17,86.2,Good
2023/24,Sem2,10002860,B3508,20,18,91.7,Good
2023/24,Sem2,10002860,B3511,20,16,81.4,Good
2023/24,Sem2,10002860,B3512,20,17,86.9,Good
2023/24,Sem1,10002861,GS1001,20,10,54.8,Concern
2023/24,Sem1,10002861,GS1002,20,11,56.0,Concern
2023/24,Sem1,10002861,B1003,20,10,50.3,Concern
2023/24,Sem1,10002861,B1004,20,11,55.6,Concern
2023/24,Sem2,10002861,B1501,20,9,47.9,Concern
2023/24,Sem2,10002861,B1502,20,9,46.2,Concern
2023/24,Sem2,10002861,B1503,20,12,61.7,Warning
2023/24,Sem2,10002861,B1504,20,12,61.7,Warning
2023/24,Sem1,10002862,B3001,20,18,93.1,Good
2023/24,Sem1,10002862,B3002,20,18,94.0,Good
2023/24,Sem1,10002862,B3009,20,18,92.4,Good
2023/24,Sem1,10002862,B3010,20,18,94.4,Good
2023/24,Sem2,10002862,B3507,20,20,100.0,Good
2023/24,Sem2,10002862,B3508,20,18,90.9,Good
2023/24,Sem2,10002862,B3511,20,19,95.5,Good
2023/24,Sem2,10002862,B3512,20,17,87.0,Good
2023/24,Sem1,10002863,GS1001,20,12,60.4,Warning
2023/24,Sem1,10002863,GS1002,20,11,56.2,Concern
2023/24,Sem1,10002863,B1003,20,12,62.2,Warning
2023/24,Sem1,10002863,B1004,20,9,49.4,Concern
2023/24,Sem2,10002863,B1501,20,9,48.4,Concern
2023/24,Sem2,10002863,B1502,20,13,65.4,Warning
2023/24,Sem2,10002863,B1503,20,13,69.8,Warning
2023/24,Sem2,10002863,B1504,20,13,66.4,Warning
2023/24,Sem1,10002864,GS1001,20,12,63.0,Warning
2023/24,Sem1,10002864,GS1002,20,11,57.9,Concern
2023/24,Sem1,10002864,B1003,20,10,53.6,Concern
2023/24,Sem1,10002864,B1004,20,14,73.6,Warning
2023/24,Sem2,10002864,B1501,20,9,47.2,Concern
2023/24,Sem2,10002864,B1502,20,13,66.8,Warning
2023/24,Sem2,10002864,B1503,20,10,54.9,Concern
2023/24,Sem2,10002864,B1504,20,13,68.8,Warning
2023/24,Sem1,10002865,GS1001,20,18,90.4,Good
2023/24,Sem1,10002865,GS1002,20,18,92.1,Good
2023/24,Sem1,10002865,B1003,20,18,91.2,Good
2023/24,Sem1,10002865,B1004,20,18,90.4,Good
2023/24,Sem2,10002865,B1501,20,17,85.8,Good
2023/24,Sem2,10002865,B1502,20,17,86.4,Good
2023/24,Sem2,10002865,B1503,20,18,90.4,Good
2023/24,Sem2,10002865,B1504,20,18,93.6,Good
2023/24,Sem1,10002866,GS1001,20,11,59.0,Concern
2023/24,Sem1,10002866,GS1002,20,10,53.3,Concern
2023/24,Sem1,10002866,B1003,20,14,72.7,Warning
2023/24,Sem1,10002866,B1004,20,12,63.8,Warning
2023/24,Sem2,10002866,B1501,20,10,53.6,Concern
2023/24,Sem2,10002866,B1502,20,14,70.0,Warning
2023/24,Sem2,10002866,B1503,20,11,58.1,Concern
2023/24,Sem2,10002866,B1504,20,10,52.3,Concern
2023/24,Sem1,10002867,GS1001,20,17,89.5,Good
2023/24,Sem1,10002867,GS1002,20,15,78.0,Warning
2023/24,Sem1,10002867,B1003,20,17,87.9,Good
2023/24,Sem1,10002867,B1004,20,16,83.7,Good
2023/24,Sem2,10002867,B1501,20,17,86.9,Good
2023/24,Sem2,10002867,B1502,20,19,95.0,Good
2023/24,Sem2,10002867,B1503,20,15,76.9,Warning
2023/24,Sem2,10002867,B1504,20,18,90.8,Good
2023/24,Sem1,10002868,B3001,20,16,84.0,Good
2023/24,Sem1,10002868,B3002,20,15,77.3,Warning
2023/24,Sem1,10002868,B3009,20,17,87.9,Good
2023/24,Sem1,10002868,B3010,20,18,94.2,Good
2023/24,Sem2,10002868,B3507,20,18,91.0,Good
2023/24,Sem2,10002868,B3508,20,17,87.5,Good
2023/24,Sem2,10002868,B3511,20,17,88.7,Good
2023/24,Sem2,10002868,B3512,20,16,80.7,Good
2023/24,Sem1,10002869,GS1001,20,16,80.0,Warning
2023/24,Sem1,10002869,GS1002,20,13,68.5,Warning
2023/24,Sem1,10002869,B1003,20,16,83.6,Good
2023/24,Sem1,10002869,B1004,20,15,78.2,Warning
2023/24,Sem2,10002869,B1501,20,15,76.7,Warning
2023/24,Sem2,10002869,B1502,20,16,84.7,Good
2023/24,Sem2,10002869,B1503,20,14,73.3,Warning
2023/24,Sem2,10002869,B1504,20,14,73.8,Warning
2023/24,Sem1,10002870,GS1001,20,17,88.6,Good
2023/24,Sem1,10002870,GS1002,20,16,84.9,Good
2023/24,Sem1,10002870,B1003,20,17,87.3,Good
2023/24,Sem1,10002870,B1004,20,18,90.2,Good
2023/24,Sem2,10002870,B1501,20,16,81.0,Good
2023/24,Sem2,10002870,B1502,20,18,90.6,Good
2023/24,Sem2,10002870,B1503,20,16,83.9,Good
2023/24,Sem2,10002870,B1504,20,18,92.9,Good
2023/24,Sem1,10002871,GS1001,20,9,46.1,Concern
2023/24,Sem1,10002871,GS1002,20,13,65.3,Warning
2023/24,Sem1,10002871,B1003,20,11,58.5,Concern
2023/24,Sem1,10002871,B1004,20,11,59.3,Concern
2023/24,Sem2,10002871,B1501,20,12,63.0,Warning
2023/24,Sem2,10002871,B1502,20,9,47.8,Concern
2023/24,Sem2,10002871,B1503,20,11,59.1,Concern
2023/24,Sem2,10002871,B1504,20,11,55.9,Concern
2023/24,Sem1,10002872,GS1001,20,13,69.4,Warning
2023/24,Sem1,10002872,GS1002,20,16,81.0,Good
2023/24,Sem1,10002872,B1003,20,14,72.3,Warning
2023/24,Sem1,10002872,B1004,20,13,68.9,Warning
2023/24,Sem2,10002872,B1501,20,14,70.4,Warning
2023/24,Sem2,10002872,B1502,20,15,76.4,Warning
2023/24,Sem2,10002872,B1503,20,13,69.5,Warning
2023/24,Sem2,10002872,B1504,20,16,81.7,Good
2023/24,Sem1,10002873,GS1001,20,14,73.7,Warning
2023/24,Sem1,10002873,GS1002,20,13,66.2,Warning
2023/24,Sem1,10002873,B1003,20,14,72.8,Warning
2023/24,Sem1,10002873,B1004,20,13,66.6,Warning
2023/24,Sem2,10002873,B1501,20,15,76.4,Warning
2023/24,Sem2,10002873,B1502,20,15,78.7,Warning
2023/24,Sem2,10002873,B1503,20,15,78.0,Warning
2023/24,Sem2,10002873,B1504,20,15,77.7,Warning
2023/24,Sem1,10002874,GS1001,20,16,83.6,Good
2023/24,Sem1,10002874,GS1002,20,15,79.1,Warning
2023/24,Sem1,10002874,B1003,20,17,85.7,Good
2023/24,Sem1,10002874,B1004,20,17,89.7,Good
2023/24,Sem2,10002874,B1501,20,16,82.1,Good
2023/24,Sem2,10002874,B1502,20,18,92.2,Good
2023/24,Sem2,10002874,B1503,20,16,81.2,Good
2023/24,Sem2,10002874,B1504,20,17,89.5,Good
2023/24,Sem1,10002875,GS1001,20,15,75.4,Warning
2023/24,Sem1,10002875,GS1002,20,14,74.1,Warning
2023/24,Sem1,10002875,B1003,20,12,63.0,Warning
2023/24,Sem1,10002875,B1004,20,14,71.1,Warning
2023/24,Sem2,10002875,B1501,20,15,77.4,Warning
2023/24,Sem2,10002875,B1502,20,16,82.3,Good
2023/24,Sem2,10002875,B1503,20,14,71.8,Warning
2023/24,Sem2,10002875,B1504,20,16,83.7,Good
2023/24,Sem1,10002876,GS1001,20,17,88.5,Good
2023/24,Sem1,10002876,GS1002,20,14,74.8,Warning
2023/24,Sem1,10002876,B1003,20,16,81.2,Good
2023/24,Sem1,10002876,B1004,20,16,83.7,Good
2023/24,Sem2,10002876,B1501,20,18,94.6,Good
2023/24,Sem2,10002876,B1502,20,16,83.7,Good
2023/24,Sem2,10002876,B1503,20,15,79.0,Warning
2023/24,Sem2,10002876,B1504,20,18,92.6,Good
2023/24,Sem1,10002877,GS1001,20,18,93.1,Good
2023/24,Sem1,10002877,GS1002,20,16,83.5,Good
2023/24,Sem1,10002877,B1003,20,16,83.7,Good
2023/24,Sem1,10002877,B1004,20,17,89.7,Good
2023/24,Sem2,10002877,B1501,20,16,82.0,Good
2023/24,Sem2,10002877,B1502,20,16,81.1,Good
2023/24,Sem2,10002877,B1503,20,17,89.5,Good
2023/24,Sem2,10002877,B1504,20,16,82.6,Good
2023/24,Sem1,10002878,GS1001,20,13,68.6,Warning
2023/24,Sem1,10002878,GS1002,20,15,75.4,Warning
2023/24,Sem1,10002878,B1003,20,13,69.1,Warning
2023/24,Sem1,10002878,B1004,20,14,72.4,Warning
2023/24,Sem2,10002878,B1501,20,16,81.4,Good
2023/24,Sem2,10002878,B1502,20,13,67.6,Warning
2023/24,Sem2,10002878,B1503,20,11,59.1,Concern
2023/24,Sem2,10002878,B1504,20,14,74.9,Warning
2023/24,Sem1,10002879,B2002,20,17,86.4,Good
2023/24,Sem1,10002879,B2004,20,17,89.9,Good
2023/24,Sem1,10002879,B2006,20,17,89.6,Good
2023/24,Sem1,10002879,B2007,20,15,76.7,Warning
2023/24,Sem2,10002879,B2501,20,16,81.2,Good
2023/24,Sem2,10002879,B2502,20,17,86.1,Good
2023/24,Sem2,10002879,B2503,20,14,73.9,Warning
2023/24,Sem2,10002879,B2504,20,17,87.1,Good
2023/24,Sem1,10002880,GS1001,20,18,91.2,Good
2023/24,Sem1,10002880,GS1002,20,18,92.7,Good
2023/24,Sem1,10002880,B1003,20,18,94.4,Good
2023/24,Sem1,10002880,B1004,20,18,90.8,Good
2023/24,Sem2,10002880,B1501,20,16,83.5,Good
2023/24,Sem2,10002880,B1502,20,18,91.3,Good
2023/24,Sem2,10002880,B1503,20,17,85.0,Good
2023/24,Sem2,10002880,B1504,20,19,96.3,Good
2023/24,Sem1,10002881,B2002,20,13,67.0,Warning
2023/24,Sem1,10002881,B2004,20,10,51.8,Concern
2023/24,Sem1,10002881,B2006,20,12,62.6,Warning
2023/24,Sem1,10002881,B2007,20,13,68.5,Warning
2023/24,Sem2,10002881,B2501,20,11,59.6,Concern
2023/24,Sem2,10002881,B2502,20,14,70.6,Warning
2023/24,Sem2,10002881,B2503,20,9,49.4,Concern
2023/24,Sem2,10002881,B2504,20,11,59.7,Concern
2023/24,Sem1,10002882,GS1001,20,15,75.0,Warning
2023/24,Sem1,10002882,GS1002,20,17,87.9,Good
2023/24,Sem1,10002882,B1003,20,17,85.4,Good
2023/24,Sem1,10002882,B1004,20,15,77.3,Warning
2023/24,Sem2,10002882,B1501,20,17,85.6,Good
2023/24,Sem2,10002882,B1502,20,17,86.8,Good
2023/24,Sem2,10002882,B1503,20,17,86.9,Good
2023/24,Sem2,10002882,B1504,20,18,90.2,Good
2023/24,Sem1,10002883,B2002,20,13,68.9,Warning
2023/24,Sem1,10002883,B2004,20,13,66.7,Warning
2023/24,Sem1,10002883,B2006,20,14,72.4,Warning
2023/24,Sem1,10002883,B2007,20,17,86.8,Good
2023/24,Sem2,10002883,B2501,20,16,80.4,Good
2023/24,Sem2,10002883,B2502,20,16,82.1,Good
2023/24,Sem2,10002883,B2503,20,15,75.0,Warning
2023/24,Sem2,10002883,B2504,20,15,77.4,Warning
2023/24,Sem1,10002884,B2002,20,11,58.0,Concern
2023/24,Sem1,10002884,B2004,20,13,69.4,Warning
2023/24,Sem1,10002884,B2006,20,10,51.4,Concern
2023/24,Sem1,10002884,B2007,20,12,64.3,Warning
2023/24,Sem2,10002884,B2501,20,12,62.5,Warning
2023/24,Sem2,10002884,B2502,20,10,51.4,Concern
2023/24,Sem2,10002884,B2503,20,10,53.7,Concern
2023/24,Sem2,10002884,B2504,20,10,53.3,Concern
2023/24,Sem1,10002885,GS1001,20,17,88.4,Good
2023/24,Sem1,10002885,GS1002,20,15,77.4,Warning
2023/24,Sem1,10002885,B1003,20,15,79.8,Warning
2023/24,Sem1,10002885,B1004,20,16,82.2,Good
2023/24,Sem2,10002885,B1501,20,17,85.6,Good
2023/24,Sem2,10002885,B1502,20,19,95.0,Good
2023/24,Sem2,10002885,B1503,20,18,91.3,Good
2023/24,Sem2,10002885,B1504,20,16,84.7,Good
2023/24,Sem1,10002886,B3001,20,16,82.9,Good
2023/24,Sem1,10002886,B3002,20,16,81.9,Good
2023/24,Sem1,10002886,B3009,20,17,87.7,Good
2023/24,Sem1,10002886,B3010,20,16,82.6,Good
2023/24,Sem2,10002886,B3507,20,16,82.2,Good
2023/24,Sem2,10002886,B3508,20,16,82.4,Good
2023/24,Sem2,10002886,B3511,20,16,82.5,Good
2023/24,Sem2,10002886,B3512,20,16,84.3,Good
2023/24,Sem1,10002887,GS1001,20,15,75.0,Warning
2023/24,Sem1,10002887,GS1002,20,14,71.9,Warning
2023/24,Sem1,10002887,B1003,20,13,69.7,Warning
2023/24,Sem1,10002887,B1004,20,15,79.9,Warning
2023/24,Sem2,10002887,B1501,20,14,72.5,Warning
2023/24,Sem2,10002887,B1502,20,13,69.1,Warning
2023/24,Sem2,10002887,B1503,20,12,64.3,Warning
2023/24,Sem2,10002887,B1504,20,14,72.1,Warning
2023/24,Sem1,10002888,GS1001,20,18,90.8,Good
2023/24,Sem1,10002888,GS1002,20,16,83.2,Good
2023/24,Sem1,10002888,B1003,20,17,85.5,Good
2023/24,Sem1,10002888,B1004,20,15,79.8,Warning
2023/24,Sem2,10002888,B1501,20,18,94.2,Good
2023/24,Sem2,10002888,B1502,20,17,87.0,Good
2023/24,Sem2,10002888,B1503,20,16,82.4,Good
2023/24,Sem2,10002888,B1504,20,15,79.1,Warning
2023/24,Sem1,10002889,B2002,20,19,97.3,Good
2023/24,Sem1,10002889,B2004,20,18,91.2,Good
2023/24,Sem1,10002889,B2006,20,19,95.6,Good
2023/24,Sem1,10002889,B2007,20,18,93.5,Good
2023/24,Sem2,10002889,B2501,20,18,91.8,Good
2023/24,Sem2,10002889,B2502,20,19,95.3,Good
2023/24,Sem2,10002889,B2503,20,18,91.9,Good
2023/24,Sem2,10002889,B2504,20,19,96.7,Good
2023/24,Sem1,10002890,B3001,20,18,90.0,Good
2023/24,Sem1,10002890,B3002,20,16,82.2,Good
2023/24,Sem1,10002890,B3009,20,16,82.7,Good
2023/24,Sem1,10002890,B3010,20,16,81.2,Good
2023/24,Sem2,10002890,B3507,20,17,88.1,Good
2023/24,Sem2,10002890,B3508,20,16,80.6,Good
2023/24,Sem2,10002890,B3511,20,16,81.0,Good
2023/24,Sem2,10002890,B3512,20,17,87.7,Good
2023/24,Sem1,10002891,GS1001,20,10,51.8,Concern
2023/24,Sem1,10002891,GS1002,20,11,58.8,Concern
2023/24,Sem1,10002891,B1003,20,14,73.4,Warning
2023/24,Sem1,10002891,B1004,20,9,47.1,Concern
2023/24,Sem2,10002891,B1501,20,11,55.8,Concern
2023/24,Sem2,10002891,B1502,20,12,64.2,Warning
2023/24,Sem2,10002891,B1503,20,12,62.9,Warning
2023/24,Sem2,10002891,B1504,20,13,69.3,Warning
2023/24,Sem1,10002892,GS1001,20,13,66.0,Warning
2023/24,Sem1,10002892,GS1002,20,14,70.6,Warning
2023/24,Sem1,10002892,B1003,20,16,80.3,Good
2023/24,Sem1,10002892,B1004,20,14,73.9,Warning
2023/24,Sem2,10002892,B1501,20,14,71.3,Warning
2023/24,Sem2,10002892,B1502,20,14,74.6,Warning
2023/24,Sem2,10002892,B1503,20,15,79.1,Warning
2023/24,Sem2,10002892,B1504,20,13,65.2,Warning
2023/24,Sem1,10002893,GS1001,20,18,91.1,Good
2023/24,Sem1,10002893,GS1002,20,17,88.0,Good
2023/24,Sem1,10002893,B1003,20,15,78.6,Warning
2023/24,Sem1,10002893,B1004,20,16,81.5,Good
2023/24,Sem2,10002893,B1501,20,17,85.9,Good
2023/24,Sem2,10002893,B1502,20,17,85.4,Good
2023/24,Sem2,10002893,B1503,20,17,85.2,Good
2023/24,Sem2,10002893,B1504,20,16,81.2,Good
2023/24,Sem1,10002894,GS1001,20,18,90.0,Good
2023/24,Sem1,10002894,GS1002,20,16,81.0,Good
2023/24,Sem1,10002894,B1003,20,15,79.8,Warning
2023/24,Sem1,10002894,B1004,20,16,84.3,Good
2023/24,Sem2,10002894,B1501,20,17,88.1,Good
2023/24,Sem2,10002894,B1502,20,16,84.4,Good
2023/24,Sem2,10002894,B1503,20,16,83.0,Good
2023/24,Sem2,10002894,B1504,20,16,83.7,Good
2023/24,Sem1,10002895,B3001,20,16,82.2,Good
2023/24,Sem1,10002895,B3002,20,15,76.6,Warning
2023/24,Sem1,10002895,B3009,20,15,76.0,Warning
2023/24,Sem1,10002895,B3010,20,16,81.0,Good
2023/24,Sem2,10002895,B3507,20,17,87.2,Good
2023/24,Sem2,10002895,B3508,20,17,88.4,Good
2023/24,Sem2,10002895,B3511,20,18,91.0,Good
2023/24,Sem2,10002895,B3512,20,15,78.8,Warning
2023/24,Sem1,10002896,GS1001,20,15,78.5,Warning
2023/24,Sem1,10002896,GS1002,20,16,83.9,Good
2023/24,Sem1,10002896,B1003,20,16,82.7,Good
2023/24,Sem1,10002896,B1004,20,15,79.3,Warning
2023/24,Sem2,10002896,B1501,20,17,89.2,Good
2023/24,Sem2,10002896,B1502,20,15,78.4,Warning
2023/24,Sem2,10002896,B1503,20,17,87.3,Good
2023/24,Sem2,10002896,B1504,20,16,80.3,Good
2023/24,Sem1,10002897,GS1001,20,14,74.8,Warning
2023/24,Sem1,10002897,GS1002,20,13,65.8,Warning
2023/24,Sem1,10002897,B1003,20,15,79.8,Warning
2023/24,Sem1,10002897,B1004,20,14,72.9,Warning
2023/24,Sem2,10002897,B1501,20,14,73.3,Warning
2023/24,Sem2,10002897,B1502,20,14,70.6,Warning
2023/24,Sem2,10002897,B1503,20,14,72.3,Warning
2023/24,Sem2,10002897,B1504,20,14,71.8,Warning
2023/24,Sem1,10002898,GS1001,20,17,89.1,Good
2023/24,Sem1,10002898,GS1002,20,18,91.6,Good
2023/24,Sem1,10002898,B1003,20,16,83.2,Good
2023/24,Sem1,10002898,B1004,20,15,77.8,Warning
2023/24,Sem2,10002898,B1501,20,15,78.1,Warning
2023/24,Sem2,10002898,B1502,20,18,93.2,Good
2023/24,Sem2,10002898,B1503,20,19,96.4,Good
2023/24,Sem2,10002898,B1504,20,15,76.9,Warning
2023/24,Sem1,10002899,GS1001,20,14,70.9,Warning
2023/24,Sem1,10002899,GS1002,20,12,64.9,Warning
2023/24,Sem1,10002899,B1003,20,14,72.1,Warning
2023/24,Sem1,10002899,B1004,20,13,69.4,Warning
2023/24,Sem2,10002899,B1501,20,14,72.6,Warning
2023/24,Sem2,10002899,B1502,20,14,74.8,Warning
2023/24,Sem2,10002899,B1503,20,12,60.9,Warning
2023/24,Sem2,10002899,B1504,20,14,74.5,Warning
2023/24,Sem1,10002900,GS1001,20,12,64.0,Warning
2023/24,Sem1,10002900,GS1002,20,13,68.1,Warning
2023/24,Sem1,10002900,B1003,20,13,65.2,Warning
2023/24,Sem1,10002900,B1004,20,15,75.1,Warning
2023/24,Sem2,10002900,B1501,20,13,69.1,Warning
2023/24,Sem2,10002900,B1502,20,15,77.7,Warning
2023/24,Sem2,10002900,B1503,20,14,70.4,Warning
2023/24,Sem2,10002900,B1504,20,14,72.1,Warning
2023/24,Sem1,10002901,B3001,20,18,92.2,Good
2023/24,Sem1,10002901,B3002,20,17,86.7,Good
2023/24,Sem1,10002901,B3009,20,18,91.2,Good
2023/24,Sem1,10002901,B3010,20,17,86.9,Good
2023/24,Sem2,10002901,B3507,20,18,90.4,Good
2023/24,Sem2,10002901,B3508,20,16,82.2,Good
2023/24,Sem2,10002901,B3511,20,17,87.4,Good
2023/24,Sem2,10002901,B3512,20,16,83.3,Good
2023/24,Sem1,10002902,GS1001,20,13,66.8,Warning
2023/24,Sem1,10002902,GS1002,20,13,68.2,Warning
2023/24,Sem1,10002902,B1003,20,17,86.4,Good
2023/24,Sem1,10002902,B1004,20,15,75.2,Warning
2023/24,Sem2,10002902,B1501,20,17,88.1,Good
2023/24,Sem2,10002902,B1502,20,13,69.7,Warning
2023/24,Sem2,10002902,B1503,20,14,70.7,Warning
2023/24,Sem2,10002902,B1504,20,13,69.9,Warning
2023/24,Sem1,10002903,GS1001,20,12,64.6,Warning
2023/24,Sem1,10002903,GS1002,20,11,55.5,Concern
2023/24,Sem1,10002903,B1003,20,12,62.2,Warning
2023/24,Sem1,10002903,B1004,20,12,62.8,Warning
2023/24,Sem2,10002903,B1501,20,12,60.0,Warning
2023/24,Sem2,10002903,B1502,20,11,56.4,Concern
2023/24,Sem2,10002903,B1503,20,9,48.3,Concern
2023/24,Sem2,10002903,B1504,20,12,61.6,Warning
2023/24,Sem1,10002904,GS1001,20,15,77.8,Warning
2023/24,Sem1,10002904,GS1002,20,13,68.7,Warning
2023/24,Sem1,10002904,B1003,20,11,59.8,Concern
2023/24,Sem1,10002904,B1004,20,14,72.8,Warning
2023/24,Sem2,10002904,B1501,20,15,79.8,Warning
2023/24,Sem2,10002904,B1502,20,13,65.4,Warning
2023/24,Sem2,10002904,B1503,20,13,68.4,Warning
2023/24,Sem2,10002904,B1504,20,13,65.3,Warning
2023/24,Sem1,10002905,GS1001,20,18,91.6,Good
2023/24,Sem1,10002905,GS1002,20,17,85.8,Good
2023/24,Sem1,10002905,B1003,20,17,87.6,Good
2023/24,Sem1,10002905,B1004,20,17,87.2,Good
2023/24,Sem2,10002905,B1501,20,17,89.5,Good
2023/24,Sem2,10002905,B1502,20,16,81.6,Good
2023/24,Sem2,10002905,B1503,20,16,81.7,Good
2023/24,Sem2,10002905,B1504,20,17,87.9,Good
2023/24,Sem1,10002906,GS1001,20,18,92.6,Good
2023/24,Sem1,10002906,GS1002,20,17,88.6,Good
2023/24,Sem1,10002906,B1003,20,17,88.4,Good
2023/24,Sem1,10002906,B1004,20,15,78.5,Warning
2023/24,Sem2,10002906,B1501,20,14,72.2,Warning
2023/24,Sem2,10002906,B1502,20,15,79.1,Warning
2023/24,Sem2,10002906,B1503,20,16,83.8,Good
2023/24,Sem2,10002906,B1504,20,17,85.9,Good
2023/24,Sem1,10002907,B2004,20,11,59.3,Concern
2023/24,Sem1,10002907,B2006,20,15,76.1,Warning
2023/24,Sem1,10002907,B2007,20,15,78.7,Warning
