Academic_Year,Semester,Student_ID,Course_Code,Total_Sessions,Sessions_Attended,Attendance_Percentage,Attendance_Status
2018/19,Sem1,10000127,GS1002,20,18,91.4,Good
2018/19,Sem1,10000127,B1003,20,19,96.2,Good
2018/19,Sem1,10000127,B1004,20,17,89.9,Good
2018/19,Sem2,10000127,B1501,20,19,95.7,Good
2018/19,Sem2,10000127,B1502,20,19,99.6,Good
2018/19,Sem2,10000127,B1503,20,19,95.4,Good
2018/19,Sem2,10000127,B1504,20,18,90.9,Good
2018/19,Sem1,10000128,B2002,20,16,81.3,Good
2018/19,Sem1,10000128,B2004,20,16,81.4,Good
2018/19,Sem1,10000128,B2006,20,17,85.5,Good
2018/19,Sem1,10000128,B2007,20,16,83.8,Good
2018/19,Sem2,10000128,B2501,20,17,88.2,Good
2018/19,Sem2,10000128,B2502,20,16,81.4,Good
2018/19,Sem2,10000128,B2503,20,16,81.2,Good
2018/19,Sem2,10000128,B2504,20,16,81.9,Good
2018/19,Sem1,10000129,GS1001,20,10,50.3,Concern
2018/19,Sem1,10000129,GS1002,20,9,45.2,Concern
2018/19,Sem1,10000129,B1003,20,11,56.5,Concern
2018/19,Sem1,10000129,B1004,20,8,41.9,Concern
2018/19,Sem2,10000129,B1501,20,11,59.4,Concern
2018/19,Sem2,10000129,B1502,20,11,57.6,Concern
2018/19,Sem2,10000129,B1503,20,13,65.0,Warning
2018/19,Sem2,10000129,B1504,20,9,49.3,Concern
2018/19,Sem1,10000130,GS1001,20,14,71.8,Warning
2018/19,Sem1,10000130,GS1002,20,13,65.7,Warning
2018/19,Sem1,10000130,B1003,20,14,70.9,Warning
2018/19,Sem1,10000130,B1004,20,15,76.4,Warning
2018/19,Sem2,10000130,B1501,20,14,72.2,Warning
2018/19,Sem2,10000130,B1502,20,12,62.5,Warning
2018/19,Sem2,10000130,B1503,20,14,70.4,Warning
2018/19,Sem2,10000130,B1504,20,15,76.2,Warning
2018/19,Sem1,10000131,GS1001,20,14,71.9,Warning
2018/19,Sem1,10000131,GS1002,20,10,54.5,Concern
2018/19,Sem1,10000131,B1003,20,11,59.7,Concern
2018/19,Sem1,10000131,B1004,20,10,50.8,Concern
2018/19,Sem2,10000131,B1501,20,9,48.8,Concern
2018/19,Sem2,10000131,B1502,20,12,62.4,Warning
2018/19,Sem2,10000131,B1503,20,9,48.4,Concern
2018/19,Sem2,10000131,B1504,20,12,60.1,Warning
2018/19,Sem1,10000132,GS1001,20,12,61.7,Warning
2018/19,Sem1,10000132,GS1002,20,13,66.4,Warning
2018/19,Sem1,10000132,B1003,20,14,71.4,Warning
2018/19,Sem1,10000132,B1004,20,13,68.9,Warning
2018/19,Sem2,10000132,B1501,20,11,56.4,Concern
2018/19,Sem2,10000132,B1502,20,12,62.6,Warning
2018/19,Sem2,10000132,B1503,20,10,51.4,Concern
2018/19,Sem2,10000132,B1504,20,10,54.2,Concern
2018/19,Sem1,10000133,B2002,20,17,88.9,Good
2018/19,Sem1,10000133,B2004,20,18,93.2,Good
2018/19,Sem1,10000133,B2006,20,17,89.3,Good
2018/19,Sem1,10000133,B2007,20,17,89.3,Good
2018/19,Sem2,10000133,B2501,20,19,98.6,Good
2018/19,Sem2,10000133,B2502,20,19,95.4,Good
2018/19,Sem2,10000133,B2503,20,17,89.9,Good
2018/19,Sem2,10000133,B2504,20,20,100.0,Good
2018/19,Sem1,10000134,GS1001,20,14,74.8,Warning
2018/19,Sem1,10000134,GS1002,20,16,81.1,Good
2018/19,Sem1,10000134,B1003,20,13,66.4,Warning
2018/19,Sem1,10000134,B1004,20,16,80.3,Good
2018/19,Sem2,10000134,B1501,20,15,79.2,Warning
2018/19,Sem2,10000134,B1502,20,15,75.2,Warning
2018/19,Sem2,10000134,B1503,20,15,79.6,Warning
2018/19,Sem2,10000134,B1504,20,13,65.4,Warning
2018/19,Sem1,10000135,GS1001,20,11,58.0,Concern
2018/19,Sem1,10000135,GS1002,20,12,63.3,Warning
2018/19,Sem1,10000135,B1003,20,14,70.6,Warning
2018/19,Sem1,10000135,B1004,20,16,80.1,Good
2018/19,Sem2,10000135,B1501,20,13,68.1,Warning
2018/19,Sem2,10000135,B1502,20,12,63.7,Warning
2018/19,Sem2,10000135,B1503,20,15,78.4,Warning
2018/19,Sem2,10000135,B1504,20,14,74.1,Warning
2018/19,Sem1,10000136,GS1001,20,13,69.7,Warning
2018/19,Sem1,10000136,GS1002,20,13,68.9,Warning
2018/19,Sem1,10000136,B1003,20,15,77.0,Warning
2018/19,Sem1,10000136,B1004,20,14,73.4,Warning
2018/19,Sem2,10000136,B1501,20,14,71.2,Warning
2018/19,Sem2,10000136,B1502,20,13,69.8,Warning
2018/19,Sem2,10000136,B1503,20,14,71.0,Warning
2018/19,Sem2,10000136,B1504,20,12,64.5,Warning
2018/19,Sem1,10000137,GS1001,20,16,82.9,Good
2018/19,Sem1,10000137,GS1002,20,17,88.4,Good
2018/19,Sem1,10000137,B1003,20,16,80.3,Good
2018/19,Sem1,10000137,B1004,20,15,79.4,Warning
2018/19,Sem2,10000137,B1501,20,16,83.2,Good
2018/19,Sem2,10000137,B1502,20,18,90.8,Good
2018/19,Sem2,10000137,B1503,20,16,83.9,Good
2018/19,Sem2,10000137,B1504,20,16,84.1,Good
2018/19,Sem1,10000138,GS1001,20,15,76.6,Warning
2018/19,Sem1,10000138,GS1002,20,14,70.1,Warning
2018/19,Sem1,10000138,B1003,20,11,59.9,Concern
2018/19,Sem1,10000138,B1004,20,16,80.2,Good
2018/19,Sem2,10000138,B1501,20,15,76.4,Warning
2018/19,Sem2,10000138,B1502,20,15,77.2,Warning
2018/19,Sem2,10000138,B1503,20,14,70.3,Warning
2018/19,Sem2,10000138,B1504,20,12,60.5,Warning
2018/19,Sem1,10000139,B2002,20,17,88.8,Good
2018/19,Sem1,10000139,B2004,20,18,91.6,Good
2018/19,Sem1,10000139,B2006,20,17,88.1,Good
2018/19,Sem1,10000139,B2007,20,17,88.1,Good
2018/19,Sem2,10000139,B2501,20,19,97.7,Good
2018/19,Sem2,10000139,B2502,20,18,94.7,Good
2018/19,Sem2,10000139,B2503,20,18,93.6,Good
2018/19,Sem2,10000139,B2504,20,17,86.4,Good
2018/19,Sem1,10000140,GS1001,20,16,84.8,Good
2018/19,Sem1,10000140,GS1002,20,15,76.4,Warning
2018/19,Sem1,10000140,B1003,20,17,89.1,Good
2018/19,Sem1,10000140,B1004,20,18,94.1,Good
2018/19,Sem2,10000140,B1501,20,18,90.0,Good
2018/19,Sem2,10000140,B1502,20,15,77.0,Warning
2018/19,Sem2,10000140,B1503,20,14,74.0,Warning
2018/19,Sem2,10000140,B1504,20,16,80.7,Good
2018/19,Sem1,10000141,GS1001,20,14,74.1,Warning
2018/19,Sem1,10000141,GS1002,20,18,91.1,Good
2018/19,Sem1,10000141,B1003,20,18,91.1,Good
2018/19,Sem1,10000141,B1004,20,16,84.7,Good
2018/19,Sem2,10000141,B1501,20,16,80.8,Good
2018/19,Sem2,10000141,B1502,20,16,82.0,Good
2018/19,Sem2,10000141,B1503,20,16,82.4,Good
2018/19,Sem2,10000141,B1504,20,18,94.5,Good
2018/19,Sem1,10000142,GS1001,20,11,59.0,Concern
2018/19,Sem1,10000142,GS1002,20,13,67.3,Warning
2018/19,Sem1,10000142,B1003,20,13,65.5,Warning
2018/19,Sem1,10000142,B1004,20,8,41.4,Concern
2018/19,Sem2,10000142,B1501,20,11,56.5,Concern
2018/19,Sem2,10000142,B1502,20,10,50.1,Concern
2018/19,Sem2,10000142,B1503,20,10,51.0,Concern
2018/19,Sem2,10000142,B1504,20,12,62.2,Warning
2018/19,Sem1,10000143,B2002,20,9,47.3,Concern
2018/19,Sem1,10000143,B2004,20,12,60.4,Warning
2018/19,Sem1,10000143,B2006,20,8,44.5,Concern
2018/19,Sem1,10000143,B2007,20,12,64.9,Warning
2018/19,Sem2,10000143,B2501,20,13,66.1,Warning
2018/19,Sem2,10000143,B2502,20,9,46.1,Concern
2018/19,Sem2,10000143,B2503,20,8,43.9,Concern
2018/19,Sem2,10000143,B2504,20,13,66.2,Warning
2018/19,Sem1,10000144,GS1001,20,14,73.7,Warning
2018/19,Sem1,10000144,GS1002,20,18,92.0,Good
2018/19,Sem1,10000144,B1003,20,16,82.0,Good
2018/19,Sem1,10000144,B1004,20,15,77.6,Warning
2018/19,Sem2,10000144,B1501,20,18,91.9,Good
2018/19,Sem2,10000144,B1502,20,16,82.5,Good
2018/19,Sem2,10000144,B1503,20,17,88.0,Good
2018/19,Sem2,10000144,B1504,20,17,87.7,Good
2018/19,Sem1,10000145,GS1001,20,14,70.4,Warning
2018/19,Sem1,10000145,GS1002,20,15,75.4,Warning
2018/19,Sem1,10000145,B1003,20,13,69.2,Warning
2018/19,Sem1,10000145,B1004,20,14,73.2,Warning
2018/19,Sem2,10000145,B1501,20,16,80.3,Good
2018/19,Sem2,10000145,B1502,20,14,74.4,Warning
2018/19,Sem2,10000145,B1503,20,14,73.0,Warning
2018/19,Sem2,10000145,B1504,20,12,64.0,Warning
2018/19,Sem1,10000146,GS1001,20,15,77.1,Warning
2018/19,Sem1,10000146,GS1002,20,17,89.1,Good
2018/19,Sem1,10000146,B1003,20,14,73.2,Warning
2018/19,Sem1,10000146,B1004,20,16,83.9,Good
2018/19,Sem2,10000146,B1501,20,15,77.9,Warning
2018/19,Sem2,10000146,B1502,20,15,79.3,Warning
2018/19,Sem2,10000146,B1503,20,16,81.8,Good
2018/19,Sem2,10000146,B1504,20,17,87.3,Good
2018/19,Sem1,10000147,B3001,20,14,72.3,Warning
2018/19,Sem1,10000147,B3002,20,12,64.7,Warning
2018/19,Sem1,10000147,B3009,20,10,54.5,Concern
2018/19,Sem1,10000147,B3010,20,12,64.4,Warning
2018/19,Sem2,10000147,B3507,20,9,48.5,Concern
2018/19,Sem2,10000147,B3508,20,14,73.4,Warning
2018/19,Sem2,10000147,B3511,20,10,50.2,Concern
2018/19,Sem2,10000147,B3512,20,11,57.6,Concern
2018/19,Sem1,10000148,GS1001,20,12,63.3,Warning
2018/19,Sem1,10000148,GS1002,20,12,62.6,Warning
2018/19,Sem1,10000148,B1003,20,13,68.7,Warning
2018/19,Sem1,10000148,B1004,20,13,68.4,Warning
2018/19,Sem2,10000148,B1501,20,12,64.4,Warning
2018/19,Sem2,10000148,B1502,20,12,61.0,Warning
2018/19,Sem2,10000148,B1503,20,11,56.7,Concern
2018/19,Sem2,10000148,B1504,20,10,53.6,Concern
2018/19,Sem1,10000149,GS1001,20,18,90.4,Good
2018/19,Sem1,10000149,GS1002,20,16,82.9,Good
2018/19,Sem1,10000149,B1003,20,18,92.1,Good
2018/19,Sem1,10000149,B1004,20,17,86.0,Good
2018/19,Sem2,10000149,B1501,20,16,82.6,Good
2018/19,Sem2,10000149,B1502,20,16,84.6,Good
2018/19,Sem2,10000149,B1503,20,16,83.0,Good
2018/19,Sem2,10000149,B1504,20,16,84.2,Good
2018/19,Sem1,10000150,B2002,20,14,72.5,Warning
2018/19,Sem1,10000150,B2004,20,14,71.8,Warning
2018/19,Sem1,10000150,B2006,20,16,81.9,Good
2018/19,Sem1,10000150,B2007,20,14,74.3,Warning
2018/19,Sem2,10000150,B2501,20,14,72.1,Warning
2018/19,Sem2,10000150,B2502,20,15,75.6,Warning
2018/19,Sem2,10000150,B2503,20,15,76.6,Warning
2018/19,Sem2,10000150,B2504,20,15,78.6,Warning
2018/19,Sem1,10000151,GS1001,20,12,63.4,Warning
2018/19,Sem1,10000151,GS1002,20,15,75.8,Warning
2018/19,Sem1,10000151,B1003,20,15,79.1,Warning
2018/19,Sem1,10000151,B1004,20,14,74.8,Warning
2018/19,Sem2,10000151,B1501,20,14,71.6,Warning
2018/19,Sem2,10000151,B1502,20,14,74.6,Warning
2018/19,Sem2,10000151,B1503,20,13,67.4,Warning
2018/19,Sem2,10000151,B1504,20,14,74.2,Warning
2018/19,Sem1,10000152,B2002,20,15,79.3,Warning
2018/19,Sem1,10000152,B2004,20,17,87.8,Good
2018/19,Sem1,10000152,B2006,20,16,82.1,Good
2018/19,Sem1,10000152,B2007,20,17,88.9,Good
2018/19,Sem2,10000152,B2501,20,17,89.1,Good
2018/19,Sem2,10000152,B2502,20,18,93.3,Good
2018/19,Sem2,10000152,B2503,20,17,88.7,Good
2018/19,Sem2,10000152,B2504,20,16,84.0,Good
2018/19,Sem1,10000153,GS1001,20,15,75.2,Warning
2018/19,Sem1,10000153,GS1002,20,13,65.5,Warning
2018/19,Sem1,10000153,B1003,20,13,65.0,Warning
2018/19,Sem1,10000153,B1004,20,15,76.8,Warning
2018/19,Sem2,10000153,B1501,20,14,70.1,Warning
2018/19,Sem2,10000153,B1502,20,16,80.7,Good
2018/19,Sem2,10000153,B1503,20,13,67.5,Warning
2018/19,Sem2,10000153,B1504,20,15,79.3,Warning
2018/19,Sem1,10000154,GS1001,20,15,78.4,Warning
2018/19,Sem1,10000154,GS1002,20,13,66.4,Warning
2018/19,Sem1,10000154,B1003,20,14,70.6,Warning
2018/19,Sem1,10000154,B1004,20,12,64.9,Warning
2018/19,Sem2,10000154,B1501,20,12,64.1,Warning
2018/19,Sem2,10000154,B1502,20,13,68.3,Warning
2018/19,Sem2,10000154,B1503,20,12,63.1,Warning
2018/19,Sem2,10000154,B1504,20,13,68.6,Warning
2018/19,Sem1,10000155,GS1001,20,13,69.4,Warning
2018/19,Sem1,10000155,GS1002,20,15,76.8,Warning
2018/19,Sem1,10000155,B1003,20,13,68.6,Warning
2018/19,Sem1,10000155,B1004,20,14,74.9,Warning
2018/19,Sem2,10000155,B1501,20,15,77.7,Warning
2018/19,Sem2,10000155,B1502,20,15,75.0,Warning
2018/19,Sem2,10000155,B1503,20,13,66.9,Warning
2018/19,Sem2,10000155,B1504,20,17,85.7,Good
2018/19,Sem1,10000156,GS1001,20,15,75.1,Warning
2018/19,Sem1,10000156,GS1002,20,12,64.7,Warning
2018/19,Sem1,10000156,B1003,20,15,76.6,Warning
2018/19,Sem1,10000156,B1004,20,14,73.5,Warning
2018/19,Sem2,10000156,B1501,20,14,71.1,Warning
2018/19,Sem2,10000156,B1502,20,14,70.8,Warning
2018/19,Sem2,10000156,B1503,20,14,71.6,Warning
2018/19,Sem2,10000156,B1504,20,15,75.6,Warning
2018/19,Sem1,10000157,B3001,20,18,94.3,Good
2018/19,Sem1,10000157,B3002,20,18,93.0,Good
2018/19,Sem1,10000157,B3009,20,16,82.7,Good
2018/19,Sem1,10000157,B3010,20,18,91.1,Good
2018/19,Sem2,10000157,B3507,20,18,93.9,Good
2018/19,Sem2,10000157,B3508,20,17,88.1,Good
2018/19,Sem2,10000157,B3511,20,18,92.0,Good
2018/19,Sem2,10000157,B3512,20,18,94.9,Good
2018/19,Sem1,10000158,GS1001,20,15,76.9,Warning
2018/19,Sem1,10000158,GS1002,20,15,79.4,Warning
2018/19,Sem1,10000158,B1003,20,16,84.8,Good
2018/19,Sem1,10000158,B1004,20,17,86.5,Good
2018/19,Sem2,10000158,B1501,20,16,84.5,Good
2018/19,Sem2,10000158,B1502,20,17,85.7,Good
2018/19,Sem2,10000158,B1503,20,17,87.5,Good
2018/19,Sem2,10000158,B1504,20,15,75.7,Warning
2018/19,Sem1,10000159,GS1001,20,19,98.5,Good
2018/19,Sem1,10000159,GS1002,20,18,91.3,Good
2018/19,Sem1,10000159,B1003,20,19,97.6,Good
2018/19,Sem1,10000159,B1004,20,19,95.2,Good
2018/19,Sem2,10000159,B1501,20,18,94.7,Good
2018/19,Sem2,10000159,B1502,20,18,92.4,Good
2018/19,Sem2,10000159,B1503,20,18,91.4,Good
2018/19,Sem2,10000159,B1504,20,17,89.8,Good
2018/19,Sem1,10000160,GS1001,20,13,67.3,Warning
2018/19,Sem1,10000160,GS1002,20,9,49.2,Concern
2018/19,Sem1,10000160,B1003,20,12,60.5,Warning
2018/19,Sem1,10000160,B1004,20,9,48.6,Concern
2018/19,Sem2,10000160,B1501,20,11,57.4,Concern
2018/19,Sem2,10000160,B1502,20,12,64.4,Warning
2018/19,Sem2,10000160,B1503,20,8,42.7,Concern
2018/19,Sem2,10000160,B1504,20,13,67.5,Warning
2018/19,Sem1,10000161,GS1001,20,8,41.5,Concern
2018/19,Sem1,10000161,GS1002,20,11,59.7,Concern
2018/19,Sem1,10000161,B1003,20,11,56.4,Concern
2018/19,Sem1,10000161,B1004,20,11,56.4,Concern
2018/19,Sem2,10000161,B1501,20,8,44.9,Concern
2018/19,Sem2,10000161,B1502,20,9,49.0,Concern
2018/19,Sem2,10000161,B1503,20,9,47.2,Concern
2018/19,Sem2,10000161,B1504,20,11,59.5,Concern
2018/19,Sem1,10000162,GS1001,20,12,64.7,Warning
2018/19,Sem1,10000162,GS1002,20,12,62.4,Warning
2018/19,Sem1,10000162,B1003,20,15,75.7,Warning
2018/19,Sem1,10000162,B1004,20,12,64.7,Warning
2018/19,Sem2,10000162,B1501,20,14,71.8,Warning
2018/19,Sem2,10000162,B1502,20,14,71.9,Warning
2018/19,Sem2,10000162,B1503,20,14,73.0,Warning
2018/19,Sem2,10000162,B1504,20,14,72.1,Warning
2018/19,Sem1,10000163,GS1001,20,17,86.8,Good
2018/19,Sem1,10000163,GS1002,20,18,91.3,Good
2018/19,Sem1,10000163,B1003,20,17,87.2,Good
2018/19,Sem1,10000163,B1004,20,16,84.0,Good
2018/19,Sem2,10000163,B1501,20,18,90.5,Good
2018/19,Sem2,10000163,B1502,20,15,79.2,Warning
2018/19,Sem2,10000163,B1503,20,16,84.4,Good
2018/19,Sem2,10000163,B1504,20,15,78.6,Warning
2018/19,Sem1,10000164,GS1001,20,18,94.2,Good
2018/19,Sem1,10000164,GS1002,20,17,88.1,Good
2018/19,Sem1,10000164,B1003,20,20,100.0,Good
2018/19,Sem1,10000164,B1004,20,18,91.8,Good
2018/19,Sem2,10000164,B1501,20,18,92.0,Good
2018/19,Sem2,10000164,B1502,20,19,97.8,Good
2018/19,Sem2,10000164,B1503,20,18,90.1,Good
2018/19,Sem2,10000164,B1504,20,17,86.4,Good
2018/19,Sem1,10000165,GS1001,20,11,58.7,Concern
2018/19,Sem1,10000165,GS1002,20,13,65.0,Warning
2018/19,Sem1,10000165,B1003,20,12,61.6,Warning
2018/19,Sem1,10000165,B1004,20,11,58.0,Concern
2018/19,Sem2,10000165,B1501,20,12,63.2,Warning
2018/19,Sem2,10000165,B1502,20,10,54.2,Concern
2018/19,Sem2,10000165,B1503,20,10,53.4,Concern
2018/19,Sem2,10000165,B1504,20,10,53.8,Concern
2018/19,Sem1,10000166,GS1001,20,11,56.1,Concern
2018/19,Sem1,10000166,GS1002,20,10,52.3,Concern
2018/19,Sem1,10000166,B1003,20,10,50.6,Concern
2018/19,Sem1,10000166,B1004,20,12,64.4,Warning
2018/19,Sem2,10000166,B1501,20,9,49.4,Concern
2018/19,Sem2,10000166,B1502,20,11,55.2,Concern
2018/19,Sem2,10000166,B1503,20,13,66.7,Warning
2018/19,Sem2,10000166,B1504,20,13,67.5,Warning
2018/19,Sem1,10000167,B2002,20,17,87.7,Good
2018/19,Sem1,10000167,B2004,20,18,93.3,Good
2018/19,Sem1,10000167,B2006,20,18,90.8,Good
2018/19,Sem1,10000167,B2007,20,18,93.7,Good
2018/19,Sem2,10000167,B2501,20,19,96.1,Good
2018/19,Sem2,10000167,B2502,20,18,91.1,Good
2018/19,Sem2,10000167,B2503,20,18,93.0,Good
2018/19,Sem2,10000167,B2504,20,17,88.4,Good
2018/19,Sem1,10000168,GS1001,20,17,88.7,Good
2018/19,Sem1,10000168,GS1002,20,18,92.7,Good
2018/19,Sem1,10000168,B1003,20,16,84.4,Good
2018/19,Sem1,10000168,B1004,20,18,94.6,Good
2018/19,Sem2,10000168,B1501,20,16,82.2,Good
2018/19,Sem2,10000168,B1502,20,17,88.5,Good
2018/19,Sem2,10000168,B1503,20,16,80.9,Good
2018/19,Sem2,10000168,B1504,20,15,76.8,Warning
2018/19,Sem1,10000169,B2002,20,18,90.8,Good
2018/19,Sem1,10000169,B2004,20,16,84.3,Good
2018/19,Sem1,10000169,B2006,20,19,95.2,Good
2018/19,Sem1,10000169,B2007,20,19,95.4,Good
2018/19,Sem2,10000169,B2501,20,18,93.9,Good
2018/19,Sem2,10000169,B2502,20,18,91.0,Good
2018/19,Sem2,10000169,B2503,20,17,89.0,Good
2018/19,Sem2,10000169,B2504,20,19,96.5,Good
2018/19,Sem1,10000170,GS1001,20,15,78.3,Warning
2018/19,Sem1,10000170,GS1002,20,14,73.1,Warning
2018/19,Sem1,10000170,B1003,20,14,73.3,Warning
2018/19,Sem1,10000170,B1004,20,12,64.7,Warning
2018/19,Sem2,10000170,B1501,20,15,75.8,Warning
2018/19,Sem2,10000170,B1502,20,15,75.3,Warning
2018/19,Sem2,10000170,B1503,20,14,70.3,Warning
2018/19,Sem2,10000170,B1504,20,15,77.3,Warning
2018/19,Sem1,10000171,GS1001,20,14,72.4,Warning
2018/19,Sem1,10000171,GS1002,20,15,75.1,Warning
