Academic_Year,Student_ID,Course_Code,Credits,Semester
2018/19,10000120,GS1002,15,Sem1
2018/19,10000120,B1003,15,Sem1
2018/19,10000120,B1004,15,Sem1
2018/19,10000120,B1501,15,Sem2
2018/19,10000120,B1502,15,Sem2
2018/19,10000120,B1503,15,Sem2
2018/19,10000120,B1504,15,Sem2
2018/19,10000121,GS1001,15,Sem1
2018/19,10000121,GS1002,15,Sem1
2018/19,10000121,B1003,15,Sem1
2018/19,10000121,B1004,15,Sem1
2018/19,10000121,B1501,15,Sem2
2018/19,10000121,B1502,15,Sem2
2018/19,10000121,B1503,15,Sem2
2018/19,10000121,B1504,15,Sem2
2018/19,10000122,GS1001,15,Sem1
2018/19,10000122,GS1002,15,Sem1
2018/19,10000122,B1003,15,Sem1
2018/19,10000122,B1004,15,Sem1
2018/19,10000122,B1501,15,Sem2
2018/19,10000122,B1502,15,Sem2
2018/19,10000122,B1503,15,Sem2
2018/19,10000122,B1504,15,Sem2
2018/19,10000123,B2002,15,Sem1
2018/19,10000123,B2004,15,Sem1
2018/19,10000123,B2006,15,Sem1
2018/19,10000123,B2007,15,Sem1
2018/19,10000123,B2501,15,Sem2
2018/19,10000123,B2502,15,Sem2
2018/19,10000123,B2503,15,Sem2
2018/19,10000123,B2504,15,Sem2
2018/19,10000124,GS1001,15,Sem1
2018/19,10000124,GS1002,15,Sem1
2018/19,10000124,B1003,15,Sem1
2018/19,10000124,B1004,15,Sem1
2018/19,10000124,B1501,15,Sem2
2018/19,10000124,B1502,15,Sem2
2018/19,10000124,B1503,15,Sem2
2018/19,10000124,B1504,15,Sem2
2018/19,10000125,B2002,15,Sem1
2018/19,10000125,B2004,15,Sem1
2018/19,10000125,B2006,15,Sem1
2018/19,10000125,B2007,15,Sem1
2018/19,10000125,B2501,15,Sem2
2018/19,10000125,B2502,15,Sem2
2018/19,10000125,B2503,15,Sem2
2018/19,10000125,B2504,15,Sem2
2018/19,10000126,B2002,15,Sem1
2018/19,10000126,B2004,15,Sem1
2018/19,10000126,B2006,15,Sem1
2018/19,10000126,B2007,15,Sem1
2018/19,10000126,B2501,15,Sem2
2018/19,10000126,B2502,15,Sem2
2018/19,10000126,B2503,15,Sem2
2018/19,10000126,B2504,15,Sem2
2018/19,10000127,GS1001,15,Sem1
2018/19,10000127,GS1002,15,Sem1
2018/19,10000127,B1003,15,Sem1
2018/19,10000127,B1004,15,Sem1
2018/19,10000127,B1501,15,Sem2
2018/19,10000127,B1502,15,Sem2
2018/19,10000127,B1503,15,Sem2
2018/19,10000127,B1504,15,Sem2
2018/19,10000128,B2002,15,Sem1
2018/19,10000128,B2004,15,Sem1
2018/19,10000128,B2006,15,Sem1
2018/19,10000128,B2007,15,Sem1
2018/19,10000128,B2501,15,Sem2
2018/19,10000128,B2502,15,Sem2
2018/19,10000128,B2503,15,Sem2
2018/19,10000128,B2504,15,Sem2
2018/19,10000129,GS1001,15,Sem1
2018/19,10000129,GS1002,15,Sem1
2018/19,10000129,B1003,15,Sem1
2018/19,10000129,B1004,15,Sem1
2018/19,10000129,B1501,15,Sem2
2018/19,10000129,B1502,15,Sem2
2018/19,10000129,B1503,15,Sem2
2018/19,10000129,B1504,15,Sem2
2018/19,10000130,GS1001,15,Sem1
2018/19,10000130,GS1002,15,Sem1
2018/19,10000130,B1003,15,Sem1
2018/19,10000130,B1004,15,Sem1
2018/19,10000130,B1501,15,Sem2
2018/19,10000130,B1502,15,Sem2
2018/19,10000130,B1503,15,Sem2
2018/19,10000130,B1504,15,Sem2
2018/19,10000131,GS1001,15,Sem1
2018/19,10000131,GS1002,15,Sem1
2018/19,10000131,B1003,15,Sem1
2018/19,10000131,B1004,15,Sem1
2018/19,10000131,B1501,15,Sem2
2018/19,10000131,B1502,15,Sem2
2018/19,10000131,B1503,15,Sem2
2018/19,10000131,B1504,15,Sem2
2018/19,10000132,GS1001,15,Sem1
2018/19,10000132,GS1002,15,Sem1
2018/19,10000132,B1003,15,Sem1
2018/19,10000132,B1004,15,Sem1
2018/19,10000132,B1501,15,Sem2
2018/19,10000132,B1502,15,Sem2
2018/19,10000132,B1503,15,Sem2
2018/19,10000132,B1504,15,Sem2
2018/19,10000133,B2002,15,Sem1
2018/19,10000133,B2004,15,Sem1
2018/19,10000133,B2006,15,Sem1
2018/19,10000133,B2007,15,Sem1
2018/19,10000133,B2501,15,Sem2
2018/19,10000133,B2502,15,Sem2
2018/19,10000133,B2503,15,Sem2
2018/19,10000133,B2504,15,Sem2
2018/19,10000134,GS1001,15,Sem1
2018/19,10000134,GS1002,15,Sem1
2018/19,10000134,B1003,15,Sem1
2018/19,10000134,B1004,15,Sem1
2018/19,10000134,B1501,15,Sem2
2018/19,10000134,B1502,15,Sem2
2018/19,10000134,B1503,15,Sem2
2018/19,10000134,B1504,15,Sem2
2018/19,10000135,GS1001,15,Sem1
2018/19,10000135,GS1002,15,Sem1
2018/19,10000135,B1003,15,Sem1
2018/19,10000135,B1004,15,Sem1
2018/19,10000135,B1501,15,Sem2
2018/19,10000135,B1502,15,Sem2
2018/19,10000135,B1503,15,Sem2
2018/19,10000135,B1504,15,Sem2
2018/19,10000136,GS1001,15,Sem1
2018/19,10000136,GS1002,15,Sem1
2018/19,10000136,B1003,15,Sem1
2018/19,10000136,B1004,15,Sem1
2018/19,10000136,B1501,15,Sem2
2018/19,10000136,B1502,15,Sem2
2018/19,10000136,B1503,15,Sem2
2018/19,10000136,B1504,15,Sem2
2018/19,10000137,GS1001,15,Sem1
2018/19,10000137,GS1002,15,Sem1
2018/19,10000137,B1003,15,Sem1
2018/19,10000137,B1004,15,Sem1
2018/19,10000137,B1501,15,Sem2
2018/19,10000137,B1502,15,Sem2
2018/19,10000137,B1503,15,Sem2
2018/19,10000137,B1504,15,Sem2
2018/19,10000138,GS1001,15,Sem1
2018/19,10000138,GS1002,15,Sem1
2018/19,10000138,B1003,15,Sem1
2018/19,10000138,B1004,15,Sem1
2018/19,10000138,B1501,15,Sem2
2018/19,10000138,B1502,15,Sem2
2018/19,10000138,B1503,15,Sem2
2018/19,10000138,B1504,15,Sem2
2018/19,10000139,B2002,15,Sem1
2018/19,10000139,B2004,15,Sem1
2018/19,10000139,B2006,15,Sem1
2018/19,10000139,B2007,15,Sem1
2018/19,10000139,B2501,15,Sem2
2018/19,10000139,B2502,15,Sem2
2018/19,10000139,B2503,15,Sem2
2018/19,10000139,B2504,15,Sem2
2018/19,10000140,GS1001,15,Sem1
2018/19,10000140,GS1002,15,Sem1
2018/19,10000140,B1003,15,Sem1
2018/19,10000140,B1004,15,Sem1
2018/19,10000140,B1501,15,Sem2
2018/19,10000140,B1502,15,Sem2
2018/19,10000140,B1503,15,Sem2
2018/19,10000140,B1504,15,Sem2
2018/19,10000141,GS1001,15,Sem1
2018/19,10000141,GS1002,15,Sem1
2018/19,10000141,B1003,15,Sem1
2018/19,10000141,B1004,15,Sem1
2018/19,10000141,B1501,15,Sem2
2018/19,10000141,B1502,15,Sem2
2018/19,10000141,B1503,15,Sem2
2018/19,10000141,B1504,15,Sem2
2018/19,10000142,GS1001,15,Sem1
2018/19,10000142,GS1002,15,Sem1
2018/19,10000142,B1003,15,Sem1
2018/19,10000142,B1004,15,Sem1
2018/19,10000142,B1501,15,Sem2
2018/19,10000142,B1502,15,Sem2
2018/19,10000142,B1503,15,Sem2
2018/19,10000142,B1504,15,Sem2
2018/19,10000143,B2002,15,Sem1
2018/19,10000143,B2004,15,Sem1
2018/19,10000143,B2006,15,Sem1
2018/19,10000143,B2007,15,Sem1
2018/19,10000143,B2501,15,Sem2
2018/19,10000143,B2502,15,Sem2
2018/19,10000143,B2503,15,Sem2
2018/19,10000143,B2504,15,Sem2
2018/19,10000144,GS1001,15,Sem1
2018/19,10000144,GS1002,15,Sem1
2018/19,10000144,B1003,15,Sem1
2018/19,10000144,B1004,15,Sem1
2018/19,10000144,B1501,15,Sem2
2018/19,10000144,B1502,15,Sem2
2018/19,10000144,B1503,15,Sem2
2018/19,10000144,B1504,15,Sem2
2018/19,10000145,GS1001,15,Sem1
2018/19,10000145,GS1002,15,Sem1
2018/19,10000145,B1003,15,Sem1
2018/19,10000145,B1004,15,Sem1
2018/19,10000145,B1501,15,Sem2
2018/19,10000145,B1502,15,Sem2
2018/19,10000145,B1503,15,Sem2
2018/19,10000145,B1504,15,Sem2
2018/19,10000146,GS1001,15,Sem1
2018/19,10000146,GS1002,15,Sem1
2018/19,10000146,B1003,15,Sem1
2018/19,10000146,B1004,15,Sem1
2018/19,10000146,B1501,15,Sem2
2018/19,10000146,B1502,15,Sem2
2018/19,10000146,B1503,15,Sem2
2018/19,10000146,B1504,15,Sem2
2018/19,10000147,B3001,15,Sem1
2018/19,10000147,B3002,15,Sem1
2018/19,10000147,B3009,15,Sem1
2018/19,10000147,B3010,15,Sem1
2018/19,10000147,B3507,15,Sem2
2018/19,10000147,B3508,30,Sem2
2018/19,10000147,B3511,15,Sem2
2018/19,10000147,B3512,15,Sem2
2018/19,10000148,GS1001,15,Sem1
2018/19,10000148,GS1002,15,Sem1
2018/19,10000148,B1003,15,Sem1
2018/19,10000148,B1004,15,Sem1
2018/19,10000148,B1501,15,Sem2
2018/19,10000148,B1502,15,Sem2
2018/19,10000148,B1503,15,Sem2
2018/19,10000148,B1504,15,Sem2
2018/19,10000149,GS1001,15,Sem1
2018/19,10000149,GS1002,15,Sem1
2018/19,10000149,B1003,15,Sem1
2018/19,10000149,B1004,15,Sem1
2018/19,10000149,B1501,15,Sem2
2018/19,10000149,B1502,15,Sem2
2018/19,10000149,B1503,15,Sem2
2018/19,10000149,B1504,15,Sem2
2018/19,10000150,B2002,15,Sem1
2018/19,10000150,B2004,15,Sem1
2018/19,10000150,B2006,15,Sem1
2018/19,10000150,B2007,15,Sem1
2018/19,10000150,B2501,15,Sem2
2018/19,10000150,B2502,15,Sem2
2018/19,10000150,B2503,15,Sem2
2018/19,10000150,B2504,15,Sem2
2018/19,10000151,GS1001,15,Sem1
2018/19,10000151,GS1002,15,Sem1
2018/19,10000151,B1003,15,Sem1
2018/19,10000151,B1004,15,Sem1
2018/19,10000151,B1501,15,Sem2
2018/19,10000151,B1502,15,Sem2
2018/19,10000151,B1503,15,Sem2
2018/19,10000151,B1504,15,Sem2
2018/19,10000152,B2002,15,Sem1
2018/19,10000152,B2004,15,Sem1
2018/19,10000152,B2006,15,Sem1
2018/19,10000152,B2007,15,Sem1
2018/19,10000152,B2501,15,Sem2
2018/19,10000152,B2502,15,Sem2
2018/19,10000152,B2503,15,Sem2
2018/19,10000152,B2504,15,Sem2
2018/19,10000153,GS1001,15,Sem1
2018/19,10000153,GS1002,15,Sem1
2018/19,10000153,B1003,15,Sem1
2018/19,10000153,B1004,15,Sem1
2018/19,10000153,B1501,15,Sem2
2018/19,10000153,B1502,15,Sem2
2018/19,10000153,B1503,15,Sem2
2018/19,10000153,B1504,15,Sem2
2018/19,10000154,GS1001,15,Sem1
2018/19,10000154,GS1002,15,Sem1
2018/19,10000154,B1003,15,Sem1
2018/19,10000154,B1004,15,Sem1
2018/19,10000154,B1501,15,Sem2
2018/19,10000154,B1502,15,Sem2
2018/19,10000154,B1503,15,Sem2
2018/19,10000154,B1504,15,Sem2
2018/19,10000155,GS1001,15,Sem1
2018/19,10000155,GS1002,15,Sem1
2018/19,10000155,B1003,15,Sem1
2018/19,10000155,B1004,15,Sem1
2018/19,10000155,B1501,15,Sem2
2018/19,10000155,B1502,15,Sem2
2018/19,10000155,B1503,15,Sem2
2018/19,10000155,B1504,15,Sem2
2018/19,10000156,GS1001,15,Sem1
2018/19,10000156,GS1002,15,Sem1
2018/19,10000156,B1003,15,Sem1
2018/19,10000156,B1004,15,Sem1
2018/19,10000156,B1501,15,Sem2
2018/19,10000156,B1502,15,Sem2
2018/19,10000156,B1503,15,Sem2
2018/19,10000156,B1504,15,Sem2
2018/19,10000157,B3001,15,Sem1
2018/19,10000157,B3002,15,Sem1
2018/19,10000157,B3009,15,Sem1
2018/19,10000157,B3010,15,Sem1
2018/19,10000157,B3507,15,Sem2
2018/19,10000157,B3508,30,Sem2
2018/19,10000157,B3511,15,Sem2
2018/19,10000157,B3512,15,Sem2
2018/19,10000158,GS1001,15,Sem1
2018/19,10000158,GS1002,15,Sem1
2018/19,10000158,B1003,15,Sem1
2018/19,10000158,B1004,15,Sem1
2018/19,10000158,B1501,15,Sem2
2018/19,10000158,B1502,15,Sem2
2018/19,10000158,B1503,15,Sem2
2018/19,10000158,B1504,15,Sem2
2018/19,10000159,GS1001,15,Sem1
2018/19,10000159,GS1002,15,Sem1
2018/19,10000159,B1003,15,Sem1
2018/19,10000159,B1004,15,Sem1
2018/19,10000159,B1501,15,Sem2
2018/19,10000159,B1502,15,Sem2
2018/19,10000159,B1503,15,Sem2
2018/19,10000159,B1504,15,Sem2
2018/19,10000160,GS1001,15,Sem1
2018/19,10000160,GS1002,15,Sem1
2018/19,10000160,B1003,15,Sem1
2018/19,10000160,B1004,15,Sem1
2018/19,10000160,B1501,15,Sem2
2018/19,10000160,B1502,15,Sem2
2018/19,10000160,B1503,15,Sem2
2018/19,10000160,B1504,15,Sem2
2018/19,10000161,GS1001,15,Sem1
2018/19,10000161,GS1002,15,Sem1
2018/19,10000161,B1003,15,Sem1
2018/19,10000161,B1004,15,Sem1
2018/19,10000161,B1501,15,Sem2
2018/19,10000161,B1502,15,Sem2
2018/19,10000161,B1503,15,Sem2
2018/19,10000161,B1504,15,Sem2
2018/19,10000162,GS1001,15,Sem1
2018/19,10000162,GS1002,15,Sem1
2018/19,10000162,B1003,15,Sem1
2018/19,10000162,B1004,15,Sem1
2018/19,10000162,B1501,15,Sem2
2018/19,10000162,B1502,15,Sem2
2018/19,10000162,B1503,15,Sem2
2018/19,10000162,B1504,15,Sem2
2018/19,10000163,GS1001,15,Sem1
2018/19,10000163,GS1002,15,Sem1
2018/19,10000163,B1003,15,Sem1
2018/19,10000163,B1004,15,Sem1
2018/19,10000163,B1501,15,Sem2
2018/19,10000163,B1502,15,Sem2
2018/19,10000163,B1503,15,Sem2
2018/19,10000163,B1504,15,Sem2
2018/19,10000164,GS1001,15,Sem1
2018/19,10000164,GS1002,15,Sem1
2018/19,10000164,B1003,15,Sem1
2018/19,10000164,B1004,15,Sem1
2018/19,10000164,B1501,15,Sem2
2018/19,10000164,B1502,15,Sem2
2018/19,10000164,B1503,15,Sem2
2018/19,10000164,B1504,15,Sem2
2018/19,10000165,GS1001,15,Sem1
2018/19,10000165,GS1002,15,Sem1
2018/19,10000165,B1003,15,Sem1
2018/19,10000165,B1004,15,Sem1
2018/19,10000165,B1501,15,Sem2
2018/19,10000165,B1502,15,Sem2
2018/19,10000165,B1503,15,Sem2
2018/19,10000165,B1504,15,Sem2
2018/19,10000166,GS1001,15,Sem1
2018/19,10000166,GS1002,15,Sem1
2018/19,10000166,B1003,15,Sem1
2018/19,10000166,B1004,15,Sem1
2018/19,10000166,B1501,15,Sem2
2018/19,10000166,B1502,15,Sem2
2018/19,10000166,B1503,15,Sem2
2018/19,10000166,B1504,15,Sem2
2018/19,10000167,B2002,15,Sem1
2018/19,10000167,B2004,15,Sem1
2018/19,10000167,B2006,15,Sem1
2018/19,10000167,B2007,15,Sem1
2018/19,10000167,B2501,15,Sem2
2018/19,10000167,B2502,15,Sem2
2018/19,10000167,B2503,15,Sem2
2018/19,10000167,B2504,15,Sem2
2018/19,10000168,GS1001,15,Sem1
2018/19,10000168,GS1002,15,Sem1
2018/19,10000168,B1003,15,Sem1
2018/19,10000168,B1004,15,Sem1
2018/19,10000168,B1501,15,Sem2
2018/19,10000168,B1502,15,Sem2
2018/19,10000168,B1503,15,Sem2
2018/19,10000168,B1504,15,Sem2
2018/19,10000169,B2002,15,Sem1
2018/19,10000169,B2004,15,Sem1
2018/19,10000169,B2006,15,Sem1
2018/19,10000169,B2007,15,Sem1
2018/19,10000169,B2501,15,Sem2
2018/19,10000169,B2502,15,Sem2
2018/19,10000169,B2503,15,Sem2
2018/19,10000169,B2504,15,Sem2
2018/19,10000170,GS1001,15,Sem1
2018/19,10000170,GS1002,15,Sem1
2018/19,10000170,B1003,15,Sem1
2018/19,10000170,B1004,15,Sem1
2018/19,10000170,B1501,15,Sem2
2018/19,10000170,B1502,15,Sem2
2018/19,10000170,B1503,15,Sem2
2018/19,10000170,B1504,15,Sem2
2018/19,10000171,GS1001,15,Sem1
2018/19,10000171,GS1002,15,Sem1
2018/19,10000171,B1003,15,Sem1
2018/19,10000171,B1004,15,Sem1
2018/19,10000171,B1501,15,Sem2
2018/19,10000171,B1502,15,Sem2
2018/19,10000171,B1503,15,Sem2
2018/19,10000171,B1504,15,Sem2
2018/19,10000172,GS1001,15,Sem1
2018/19,10000172,GS1002,15,Sem1
2018/19,10000172,B1003,15,Sem1
2018/19,10000172,B1004,15,Sem1
2018/19,10000172,B1501,15,Sem2
2018/19,10000172,B1502,15,Sem2
2018/19,10000172,B1503,15,Sem2
2018/19,10000172,B1504,15,Sem2
2018/19,10000173,GS1001,15,Sem1
2018/19,10000173,GS1002,15,Sem1
2018/19,10000173,B1003,15,Sem1
2018/19,10000173,B1004,15,Sem1
2018/19,10000173,B1501,15,Sem2
2018/19,10000173,B1502,15,Sem2
2018/19,10000173,B1503,15,Sem2
2018/19,10000173,B1504,15,Sem2
2018/19,10000174,GS1001,15,Sem1
2018/19,10000174,GS1002,15,Sem1
2018/19,10000174,B1003,15,Sem1
2018/19,10000174,B1004,15,Sem1
2018/19,10000174,B1501,15,Sem2
2018/19,10000174,B1502,15,Sem2
2018/19,10000174,B1503,15,Sem2
2018/19,10000174,B1504,15,Sem2
2018/19,10000175,GS1001,15,Sem1
2018/19,10000175,GS1002,15,Sem1
2018/19,10000175,B1003,15,Sem1
2018/19,10000175,B1004,15,Sem1
2018/19,10000175,B1501,15,Sem2
2018/19,10000175,B1502,15,Sem2
2018/19,10000175,B1503,15,Sem2
2018/19,10000175,B1504,15,Sem2
2018/19,10000176,GS1001,15,Sem1
2018/19,10000176,GS1002,15,Sem1
2018/19,10000176,B1003,15,Sem1
2018/19,10000176,B1004,15,Sem1
2018/19,10000176,B1501,15,Sem2
2018/19,10000176,B1502,15,Sem2
2018/19,10000176,B1503,15,Sem2
2018/19,10000176,B1504,15,Sem2
2018/19,10000177,GS1001,15,Sem1
2018/19,10000177,GS1002,15,Sem1
2018/19,10000177,B1003,15,Sem1
2018/19,10000177,B1004,15,Sem1
2018/19,10000177,B1501,15,Sem2
2018/19,10000177,B1502,15,Sem2
2018/19,10000177,B1503,15,Sem2
2018/19,10000177,B1504,15,Sem2
2018/19,10000178,GS1001,15,Sem1
2018/19,10000178,GS1002,15,Sem1
2018/19,10000178,B1003,15,Sem1
2018/19,10000178,B1004,15,Sem1
2018/19,10000178,B1501,15,Sem2
2018/19,10000178,B1502,15,Sem2
2018/19,10000178,B1503,15,Sem2
2018/19,10000178,B1504,15,Sem2
2018/19,10000179,GS1001,15,Sem1
2018/19,10000179,GS1002,15,Sem1
2018/19,10000179,B1003,15,Sem1
2018/19,10000179,B1004,15,Sem1
2018/19,10000179,B1501,15,Sem2
2018/19,10000179,B1502,15,Sem2
2018/19,10000179,B1503,15,Sem2
2018/19,10000179,B1504,15,Sem2
2018/19,10000180,GS1001,15,Sem1
2018/19,10000180,GS1002,15,Sem1
2018/19,10000180,B1003,15,Sem1
2018/19,10000180,B1004,15,Sem1
2018/19,10000180,B1501,15,Sem2
2018/19,10000180,B1502,15,Sem2
2018/19,10000180,B1503,15,Sem2
2018/19,10000180,B1504,15,Sem2
2018/19,10000181,GS1001,15,Sem1
2018/19,10000181,GS1002,15,Sem1
2018/19,10000181,B1003,15,Sem1
2018/19,10000181,B1004,15,Sem1
2018/19,10000181,B1501,15,Sem2
2018/19,10000181,B1502,15,Sem2
2018/19,10000181,B1503,15,Sem2
2018/19,10000181,B1504,15,Sem2
2018/19,10000182,B2002,15,Sem1
2018/19,10000182,B2004,15,Sem1
2018/19,10000182,B2006,15,Sem1
2018/19,10000182,B2007,15,Sem1
2018/19,10000182,B2501,15,Sem2
2018/19,10000182,B2502,15,Sem2
2018/19,10000182,B2503,15,Sem2
2018/19,10000182,B2504,15,Sem2
2018/19,10000183,GS1001,15,Sem1
2018/19,10000183,GS1002,15,Sem1
2018/19,10000183,B1003,15,Sem1
2018/19,10000183,B1004,15,Sem1
2018/19,10000183,B1501,15,Sem2
2018/19,10000183,B1502,15,Sem2
2018/19,10000183,B1503,15,Sem2
2018/19,10000183,B1504,15,Sem2
2018/19,10000184,GS1001,15,Sem1
2018/19,10000184,GS1002,15,Sem1
2018/19,10000184,B1003,15,Sem1
2018/19,10000184,B1004,15,Sem1
2018/19,10000184,B1501,15,Sem2
2018/19,10000184,B1502,15,Sem2
2018/19,10000184,B1503,15,Sem2
2018/19,10000184,B1504,15,Sem2
2018/19,10000185,GS1001,15,Sem1
2018/19,10000185,GS1002,15,Sem1
2018/19,10000185,B1003,15,Sem1
2018/19,10000185,B1004,15,Sem1
2018/19,10000185,B1501,15,Sem2
2018/19,10000185,B1502,15,Sem2
2018/19,10000185,B1503,15,Sem2
2018/19,10000185,B1504,15,Sem2
2018/19,10000186,GS1001,15,Sem1
2018/19,10000186,GS1002,15,Sem1
2018/19,10000186,B1003,15,Sem1
2018/19,10000186,B1004,15,Sem1
2018/19,10000186,B1501,15,Sem2
2018/19,10000186,B1502,15,Sem2
2018/19,10000186,B1503,15,Sem2
2018/19,10000186,B1504,15,Sem2
2018/19,10000187,B2004,15,Sem1
2018/19,10000187,B2006,15,Sem1
2018/19,10000187,B2007,15,Sem1
2018/19,10000187,B2009,15,Sem1
2018/19,10000187,B2504,15,Sem2
2018/19,10000187,B2505,15,Sem2
2018/19,10000187,B2506,15,Sem2
2018/19,10000187,B2501,15,Sem2
2018/19,10000188,GS1001,15,Sem1
2018/19,10000188,GS1002,15,Sem1
2018/19,10000188,B1003,15,Sem1
2018/19,10000188,B1004,15,Sem1
2018/19,10000188,B1501,15,Sem2
2018/19,10000188,B1502,15,Sem2
2018/19,10000188,B1503,15,Sem2
2018/19,10000188,B1504,15,Sem2
2018/19,10000189,GS1001,15,Sem1
2018/19,10000189,GS1002,15,Sem1
2018/19,10000189,B1003,15,Sem1
2018/19,10000189,B1004,15,Sem1
2018/19,10000189,B1501,15,Sem2
2018/19,10000189,B1502,15,Sem2
2018/19,10000189,B1503,15,Sem2
2018/19,10000189,B1504,15,Sem2
2018/19,10000190,GS1001,15,Sem1
2018/19,10000190,GS1002,15,Sem1
2018/19,10000190,B1003,15,Sem1
2018/19,10000190,B1004,15,Sem1
2018/19,10000190,B1501,15,Sem2
2018/19,10000190,B1502,15,Sem2
2018/19,10000190,B1503,15,Sem2
2018/19,10000190,B1504,15,Sem2
2018/19,10000191,GS1001,15,Sem1
2018/19,10000191,GS1002,15,Sem1
2018/19,10000191,B1003,15,Sem1
2018/19,10000191,B1004,15,Sem1
2018/19,10000191,B1501,15,Sem2
2018/19,10000191,B1502,15,Sem2
2018/19,10000191,B1503,15,Sem2
2018/19,10000191,B1504,15,Sem2
2018/19,10000192,GS1001,15,Sem1
2018/19,10000192,GS1002,15,Sem1
2018/19,10000192,B1003,15,Sem1
2018/19,10000192,B1004,15,Sem1
2018/19,10000192,B1501,15,Sem2
2018/19,10000192,B1502,15,Sem2
2018/19,10000192,B1503,15,Sem2
2018/19,10000192,B1504,15,Sem2
2018/19,10000193,GS1001,15,Sem1
2018/19,10000193,GS1002,15,Sem1
2018/19,10000193,B1003,15,Sem1
2018/19,10000193,B1004,15,Sem1
2018/19,10000193,B1501,15,Sem2
2018/19,10000193,B1502,15,Sem2
2018/19,10000193,B1503,15,Sem2
2018/19,10000193,B1504,15,Sem2
2018/19,10000194,GS1001,15,Sem1
2018/19,10000194,GS1002,15,Sem1
2018/19,10000194,B1003,15,Sem1
2018/19,10000194,B1004,15,Sem1
2018/19,10000194,B1501,15,Sem2
2018/19,10000194,B1502,15,Sem2
2018/19,10000194,B1503,15,Sem2
2018/19,10000194,B1504,15,Sem2
2018/19,10000195,GS1001,15,Sem1
2018/19,10000195,GS1002,15,Sem1
2018/19,10000195,B1003,15,Sem1
2018/19,10000195,B1004,15,Sem1
2018/19,10000195,B1501,15,Sem2
2018/19,10000195,B1502,15,Sem2
2018/19,10000195,B1503,15,Sem2
2018/19,10000195,B1504,15,Sem2
2018/19,10000196,GS1001,15,Sem1
2018/19,10000196,GS1002,15,Sem1
2018/19,10000196,B1003,15,Sem1
2018/19,10000196,B1004,15,Sem1
2018/19,10000196,B1501,15,Sem2
2018/19,10000196,B1502,15,Sem2
2018/19,10000196,B1503,15,Sem2
2018/19,10000196,B1504,15,Sem2
2018/19,10000197,GS1001,15,Sem1
2018/19,10000197,GS1002,15,Sem1
2018/19,10000197,B1003,15,Sem1
2018/19,10000197,B1004,15,Sem1
2018/19,10000197,B1501,15,Sem2
2018/19,10000197,B1502,15,Sem2
2018/19,10000197,B1503,15,Sem2
2018/19,10000197,B1504,15,Sem2
2018/19,10000198,GS1001,15,Sem1
2018/19,10000198,GS1002,15,Sem1
2018/19,10000198,B1003,15,Sem1
2018/19,10000198,B1004,15,Sem1
2018/19,10000198,B1501,15,Sem2
2018/19,10000198,B1502,15,Sem2
2018/19,10000198,B1503,15,Sem2
2018/19,10000198,B1504,15,Sem2
2018/19,10000199,GS1001,15,Sem1
2018/19,10000199,GS1002,15,Sem1
