Academic_Year,Semester,Student_ID,Course_Code,Total_Sessions,Sessions_Attended,Attendance_Percentage,Attendance_Status
2024/25,Sem1,10003364,GS1002,20,16,83.4,Good
2024/25,Sem1,10003364,B1003,20,17,86.6,Good
2024/25,Sem1,10003364,B1004,20,18,90.5,Good
2024/25,Sem2,10003364,B1501,20,16,81.6,Good
2024/25,Sem2,10003364,B1502,20,16,81.6,Good
2024/25,Sem2,10003364,B1503,20,17,85.9,Good
2024/25,Sem2,10003364,B1504,20,16,80.9,Good
2024/25,Sem1,10003365,GS1001,20,18,90.9,Good
2024/25,Sem1,10003365,GS1002,20,17,88.9,Good
2024/25,Sem1,10003365,B1003,20,16,80.7,Good
2024/25,Sem1,10003365,B1004,20,17,87.8,Good
2024/25,Sem2,10003365,B1501,20,15,78.3,Warning
2024/25,Sem2,10003365,B1502,20,14,74.1,Warning
2024/25,Sem2,10003365,B1503,20,15,76.5,Warning
2024/25,Sem2,10003365,B1504,20,16,81.0,Good
2024/25,Sem1,10003366,GS1001,20,15,76.5,Warning
2024/25,Sem1,10003366,GS1002,20,12,64.9,Warning
2024/25,Sem1,10003366,B1003,20,13,68.6,Warning
2024/25,Sem1,10003366,B1004,20,12,60.7,Warning
2024/25,Sem2,10003366,B1501,20,13,69.9,Warning
2024/25,Sem2,10003366,B1502,20,14,72.5,Warning
2024/25,Sem2,10003366,B1503,20,13,67.1,Warning
2024/25,Sem2,10003366,B1504,20,14,74.6,Warning
2024/25,Sem1,10003367,GS1001,20,16,82.4,Good
2024/25,Sem1,10003367,GS1002,20,13,67.4,Warning
2024/25,Sem1,10003367,B1003,20,13,68.2,Warning
2024/25,Sem1,10003367,B1004,20,14,73.6,Warning
2024/25,Sem2,10003367,B1501,20,14,72.5,Warning
2024/25,Sem2,10003367,B1502,20,12,62.7,Warning
2024/25,Sem2,10003367,B1503,20,14,71.8,Warning
2024/25,Sem2,10003367,B1504,20,15,77.4,Warning
2024/25,Sem1,10003368,B3001,20,16,84.7,Good
2024/25,Sem1,10003368,B3002,20,16,82.4,Good
2024/25,Sem1,10003368,B3009,20,16,80.7,Good
2024/25,Sem1,10003368,B3010,20,16,81.5,Good
2024/25,Sem2,10003368,B3507,20,18,91.5,Good
2024/25,Sem2,10003368,B3508,20,16,83.7,Good
2024/25,Sem2,10003368,B3511,20,14,74.8,Warning
2024/25,Sem2,10003368,B3512,20,17,87.6,Good
2024/25,Sem1,10003369,B3001,20,18,94.5,Good
2024/25,Sem1,10003369,B3002,20,18,91.0,Good
2024/25,Sem1,10003369,B3009,20,17,86.1,Good
2024/25,Sem1,10003369,B3010,20,19,96.1,Good
2024/25,Sem2,10003369,B3507,20,17,86.6,Good
2024/25,Sem2,10003369,B3508,20,17,89.3,Good
2024/25,Sem2,10003369,B3511,20,17,86.8,Good
2024/25,Sem2,10003369,B3512,20,18,94.5,Good
2024/25,Sem1,10003370,GS1001,20,16,83.5,Good
2024/25,Sem1,10003370,GS1002,20,17,88.3,Good
2024/25,Sem1,10003370,B1003,20,17,88.6,Good
2024/25,Sem1,10003370,B1004,20,17,89.2,Good
2024/25,Sem2,10003370,B1501,20,16,84.5,Good
2024/25,Sem2,10003370,B1502,20,17,87.7,Good
2024/25,Sem2,10003370,B1503,20,17,89.5,Good
2024/25,Sem2,10003370,B1504,20,15,79.2,Warning
2024/25,Sem1,10003371,GS1001,20,15,75.3,Warning
2024/25,Sem1,10003371,GS1002,20,15,78.9,Warning
2024/25,Sem1,10003371,B1003,20,17,89.8,Good
2024/25,Sem1,10003371,B1004,20,16,83.7,Good
2024/25,Sem2,10003371,B1501,20,16,83.2,Good
2024/25,Sem2,10003371,B1502,20,16,84.1,Good
2024/25,Sem2,10003371,B1503,20,16,81.9,Good
2024/25,Sem2,10003371,B1504,20,16,80.8,Good
2024/25,Sem1,10003372,GS1001,20,14,71.2,Warning
2024/25,Sem1,10003372,GS1002,20,16,81.6,Good
2024/25,Sem1,10003372,B1003,20,14,70.1,Warning
2024/25,Sem1,10003372,B1004,20,16,80.6,Good
2024/25,Sem2,10003372,B1501,20,15,75.8,Warning
2024/25,Sem2,10003372,B1502,20,15,77.4,Warning
2024/25,Sem2,10003372,B1503,20,12,63.6,Warning
2024/25,Sem2,10003372,B1504,20,14,74.8,Warning
2024/25,Sem1,10003373,GS1001,20,14,72.7,Warning
2024/25,Sem1,10003373,GS1002,20,15,76.2,Warning
2024/25,Sem1,10003373,B1003,20,13,66.8,Warning
2024/25,Sem1,10003373,B1004,20,15,77.8,Warning
2024/25,Sem2,10003373,B1501,20,15,79.1,Warning
2024/25,Sem2,10003373,B1502,20,16,80.6,Good
2024/25,Sem2,10003373,B1503,20,15,76.1,Warning
2024/25,Sem2,10003373,B1504,20,12,60.2,Warning
2024/25,Sem1,10003374,GS1001,20,13,66.9,Warning
2024/25,Sem1,10003374,GS1002,20,12,62.5,Warning
2024/25,Sem1,10003374,B1003,20,14,74.9,Warning
2024/25,Sem1,10003374,B1004,20,14,72.9,Warning
2024/25,Sem2,10003374,B1501,20,15,75.7,Warning
2024/25,Sem2,10003374,B1502,20,16,80.1,Good
2024/25,Sem2,10003374,B1503,20,14,71.4,Warning
2024/25,Sem2,10003374,B1504,20,14,73.6,Warning
2024/25,Sem1,10003375,B2002,20,10,53.8,Concern
2024/25,Sem1,10003375,B2004,20,12,64.9,Warning
2024/25,Sem1,10003375,B2006,20,12,61.8,Warning
2024/25,Sem1,10003375,B2007,20,13,67.0,Warning
2024/25,Sem2,10003375,B2501,20,11,58.5,Concern
2024/25,Sem2,10003375,B2502,20,14,74.9,Warning
2024/25,Sem2,10003375,B2503,20,10,54.4,Concern
2024/25,Sem2,10003375,B2504,20,10,54.7,Concern
2024/25,Sem1,10003376,B3001,20,14,72.3,Warning
2024/25,Sem1,10003376,B3002,20,15,77.4,Warning
2024/25,Sem1,10003376,B3009,20,14,74.7,Warning
2024/25,Sem1,10003376,B3010,20,13,68.9,Warning
2024/25,Sem2,10003376,B3507,20,13,68.3,Warning
2024/25,Sem2,10003376,B3508,20,15,79.6,Warning
2024/25,Sem2,10003376,B3511,20,12,64.5,Warning
2024/25,Sem2,10003376,B3512,20,13,67.5,Warning
2024/25,Sem1,10003377,GS1001,20,17,86.6,Good
2024/25,Sem1,10003377,GS1002,20,16,82.8,Good
2024/25,Sem1,10003377,B1003,20,19,95.7,Good
2024/25,Sem1,10003377,B1004,20,18,90.8,Good
2024/25,Sem2,10003377,B1501,20,16,81.5,Good
2024/25,Sem2,10003377,B1502,20,16,81.3,Good
2024/25,Sem2,10003377,B1503,20,16,83.7,Good
2024/25,Sem2,10003377,B1504,20,14,72.6,Warning
2024/25,Sem1,10003378,GS1001,20,19,97.3,Good
2024/25,Sem1,10003378,GS1002,20,19,96.9,Good
2024/25,Sem1,10003378,B1003,20,18,92.7,Good
2024/25,Sem1,10003378,B1004,20,17,88.1,Good
2024/25,Sem2,10003378,B1501,20,19,97.3,Good
2024/25,Sem2,10003378,B1502,20,18,92.5,Good
2024/25,Sem2,10003378,B1503,20,18,90.2,Good
2024/25,Sem2,10003378,B1504,20,18,90.0,Good
2024/25,Sem1,10003379,GS1001,20,16,83.4,Good
2024/25,Sem1,10003379,GS1002,20,16,80.9,Good
2024/25,Sem1,10003379,B1003,20,17,89.7,Good
2024/25,Sem1,10003379,B1004,20,16,84.1,Good
2024/25,Sem2,10003379,B1501,20,17,86.8,Good
2024/25,Sem2,10003379,B1502,20,15,79.4,Warning
2024/25,Sem2,10003379,B1503,20,17,86.7,Good
2024/25,Sem2,10003379,B1504,20,16,84.5,Good
2024/25,Sem1,10003380,B2002,20,17,86.3,Good
2024/25,Sem1,10003380,B2004,20,17,85.9,Good
2024/25,Sem1,10003380,B2006,20,16,82.2,Good
2024/25,Sem1,10003380,B2007,20,17,88.2,Good
2024/25,Sem2,10003380,B2501,20,15,79.3,Warning
2024/25,Sem2,10003380,B2502,20,18,91.8,Good
2024/25,Sem2,10003380,B2503,20,16,81.0,Good
2024/25,Sem2,10003380,B2504,20,18,90.1,Good
2024/25,Sem1,10003381,GS1001,20,18,93.2,Good
2024/25,Sem1,10003381,GS1002,20,18,93.9,Good
2024/25,Sem1,10003381,B1003,20,18,94.6,Good
2024/25,Sem1,10003381,B1004,20,19,98.2,Good
2024/25,Sem2,10003381,B1501,20,17,87.8,Good
2024/25,Sem2,10003381,B1502,20,18,91.9,Good
2024/25,Sem2,10003381,B1503,20,17,89.6,Good
2024/25,Sem2,10003381,B1504,20,18,93.1,Good
2024/25,Sem1,10003382,GS1001,20,16,80.8,Good
2024/25,Sem1,10003382,GS1002,20,17,85.6,Good
2024/25,Sem1,10003382,B1003,20,18,90.0,Good
2024/25,Sem1,10003382,B1004,20,15,77.4,Warning
2024/25,Sem2,10003382,B1501,20,17,86.9,Good
2024/25,Sem2,10003382,B1502,20,16,80.4,Good
2024/25,Sem2,10003382,B1503,20,17,85.6,Good
2024/25,Sem2,10003382,B1504,20,14,73.6,Warning
2024/25,Sem1,10003383,GS1001,20,18,94.2,Good
2024/25,Sem1,10003383,GS1002,20,17,88.6,Good
2024/25,Sem1,10003383,B1003,20,19,98.3,Good
2024/25,Sem1,10003383,B1004,20,17,86.1,Good
2024/25,Sem2,10003383,B1501,20,19,95.7,Good
2024/25,Sem2,10003383,B1502,20,16,84.1,Good
2024/25,Sem2,10003383,B1503,20,17,86.4,Good
2024/25,Sem2,10003383,B1504,20,20,100.0,Good
2024/25,Sem1,10003384,GS1001,20,17,87.8,Good
2024/25,Sem1,10003384,GS1002,20,17,88.5,Good
2024/25,Sem1,10003384,B1003,20,18,91.6,Good
2024/25,Sem1,10003384,B1004,20,18,90.2,Good
2024/25,Sem2,10003384,B1501,20,17,87.6,Good
2024/25,Sem2,10003384,B1502,20,16,83.9,Good
2024/25,Sem2,10003384,B1503,20,19,99.6,Good
2024/25,Sem2,10003384,B1504,20,17,89.6,Good
2024/25,Sem1,10003385,GS1001,20,15,79.7,Warning
2024/25,Sem1,10003385,GS1002,20,13,66.6,Warning
2024/25,Sem1,10003385,B1003,20,14,74.3,Warning
2024/25,Sem1,10003385,B1004,20,14,70.3,Warning
2024/25,Sem2,10003385,B1501,20,14,74.6,Warning
2024/25,Sem2,10003385,B1502,20,12,61.6,Warning
2024/25,Sem2,10003385,B1503,20,14,70.5,Warning
2024/25,Sem2,10003385,B1504,20,12,62.8,Warning
2024/25,Sem1,10003386,GS1001,20,13,65.6,Warning
2024/25,Sem1,10003386,GS1002,20,13,67.5,Warning
2024/25,Sem1,10003386,B1003,20,8,43.3,Concern
2024/25,Sem1,10003386,B1004,20,9,47.2,Concern
2024/25,Sem2,10003386,B1501,20,12,60.2,Warning
2024/25,Sem2,10003386,B1502,20,12,60.1,Warning
2024/25,Sem2,10003386,B1503,20,11,57.2,Concern
2024/25,Sem2,10003386,B1504,20,10,52.5,Concern
2024/25,Sem1,10003387,GS1001,20,14,71.3,Warning
2024/25,Sem1,10003387,GS1002,20,15,77.3,Warning
2024/25,Sem1,10003387,B1003,20,14,70.0,Warning
2024/25,Sem1,10003387,B1004,20,14,74.2,Warning
2024/25,Sem2,10003387,B1501,20,14,74.3,Warning
2024/25,Sem2,10003387,B1502,20,12,63.9,Warning
2024/25,Sem2,10003387,B1503,20,14,71.3,Warning
2024/25,Sem2,10003387,B1504,20,13,67.5,Warning
2024/25,Sem1,10003388,GS1001,20,15,75.3,Warning
2024/25,Sem1,10003388,GS1002,20,15,78.3,Warning
2024/25,Sem1,10003388,B1003,20,17,89.2,Good
2024/25,Sem1,10003388,B1004,20,16,84.5,Good
2024/25,Sem2,10003388,B1501,20,18,90.7,Good
2024/25,Sem2,10003388,B1502,20,16,82.8,Good
2024/25,Sem2,10003388,B1503,20,16,82.7,Good
2024/25,Sem2,10003388,B1504,20,16,80.9,Good
2024/25,Sem1,10003389,B3001,20,13,67.4,Warning
2024/25,Sem1,10003389,B3002,20,12,64.1,Warning
2024/25,Sem1,10003389,B3009,20,14,74.3,Warning
2024/25,Sem1,10003389,B3010,20,14,71.0,Warning
2024/25,Sem2,10003389,B3507,20,13,66.3,Warning
2024/25,Sem2,10003389,B3508,20,13,67.3,Warning
2024/25,Sem2,10003389,B3511,20,13,69.1,Warning
2024/25,Sem2,10003389,B3512,20,16,81.1,Good
2024/25,Sem1,10003390,B2002,20,16,84.2,Good
2024/25,Sem1,10003390,B2004,20,18,90.0,Good
2024/25,Sem1,10003390,B2006,20,16,80.5,Good
2024/25,Sem1,10003390,B2007,20,17,86.6,Good
2024/25,Sem2,10003390,B2501,20,16,82.1,Good
2024/25,Sem2,10003390,B2502,20,17,85.1,Good
2024/25,Sem2,10003390,B2503,20,15,79.8,Warning
2024/25,Sem2,10003390,B2504,20,15,79.2,Warning
2024/25,Sem1,10003391,GS1001,20,15,76.4,Warning
2024/25,Sem1,10003391,GS1002,20,13,67.8,Warning
2024/25,Sem1,10003391,B1003,20,15,78.3,Warning
2024/25,Sem1,10003391,B1004,20,13,66.5,Warning
2024/25,Sem2,10003391,B1501,20,14,74.0,Warning
2024/25,Sem2,10003391,B1502,20,14,70.8,Warning
2024/25,Sem2,10003391,B1503,20,12,61.9,Warning
2024/25,Sem2,10003391,B1504,20,14,71.5,Warning
2024/25,Sem1,10003392,B2002,20,15,78.1,Warning
2024/25,Sem1,10003392,B2004,20,17,86.6,Good
2024/25,Sem1,10003392,B2006,20,15,79.1,Warning
2024/25,Sem1,10003392,B2007,20,17,85.3,Good
2024/25,Sem2,10003392,B2501,20,16,80.7,Good
2024/25,Sem2,10003392,B2502,20,15,77.1,Warning
2024/25,Sem2,10003392,B2503,20,18,92.6,Good
2024/25,Sem2,10003392,B2504,20,16,83.8,Good
2024/25,Sem1,10003393,GS1001,20,19,97.6,Good
2024/25,Sem1,10003393,GS1002,20,18,91.1,Good
2024/25,Sem1,10003393,B1003,20,17,85.3,Good
2024/25,Sem1,10003393,B1004,20,18,94.1,Good
2024/25,Sem2,10003393,B1501,20,18,91.7,Good
2024/25,Sem2,10003393,B1502,20,17,87.2,Good
2024/25,Sem2,10003393,B1503,20,17,89.8,Good
2024/25,Sem2,10003393,B1504,20,19,96.3,Good
2024/25,Sem1,10003394,GS1001,20,17,86.3,Good
2024/25,Sem1,10003394,GS1002,20,18,93.2,Good
2024/25,Sem1,10003394,B1003,20,16,81.2,Good
2024/25,Sem1,10003394,B1004,20,18,94.1,Good
2024/25,Sem2,10003394,B1501,20,18,90.9,Good
2024/25,Sem2,10003394,B1502,20,20,100.0,Good
2024/25,Sem2,10003394,B1503,20,17,89.4,Good
2024/25,Sem2,10003394,B1504,20,18,93.4,Good
2024/25,Sem1,10003395,GS1001,20,13,68.2,Warning
2024/25,Sem1,10003395,GS1002,20,16,80.5,Good
2024/25,Sem1,10003395,B1003,20,15,78.4,Warning
2024/25,Sem1,10003395,B1004,20,12,61.1,Warning
2024/25,Sem2,10003395,B1501,20,12,63.9,Warning
2024/25,Sem2,10003395,B1502,20,14,72.3,Warning
2024/25,Sem2,10003395,B1503,20,15,78.8,Warning
2024/25,Sem2,10003395,B1504,20,15,75.3,Warning
2024/25,Sem1,10003396,GS1001,20,16,81.0,Good
2024/25,Sem1,10003396,GS1002,20,15,76.8,Warning
2024/25,Sem1,10003396,B1003,20,15,77.8,Warning
2024/25,Sem1,10003396,B1004,20,16,84.9,Good
2024/25,Sem2,10003396,B1501,20,18,91.6,Good
2024/25,Sem2,10003396,B1502,20,19,98.9,Good
2024/25,Sem2,10003396,B1503,20,17,85.9,Good
2024/25,Sem2,10003396,B1504,20,17,89.0,Good
2024/25,Sem1,10003397,GS1001,20,15,77.6,Warning
2024/25,Sem1,10003397,GS1002,20,16,80.5,Good
2024/25,Sem1,10003397,B1003,20,15,78.0,Warning
2024/25,Sem1,10003397,B1004,20,15,76.8,Warning
2024/25,Sem2,10003397,B1501,20,16,81.5,Good
2024/25,Sem2,10003397,B1502,20,17,85.0,Good
2024/25,Sem2,10003397,B1503,20,17,88.6,Good
2024/25,Sem2,10003397,B1504,20,16,82.6,Good
2024/25,Sem1,10003398,GS1001,20,14,71.2,Warning
2024/25,Sem1,10003398,GS1002,20,12,64.4,Warning
2024/25,Sem1,10003398,B1003,20,15,77.0,Warning
2024/25,Sem1,10003398,B1004,20,14,71.6,Warning
2024/25,Sem2,10003398,B1501,20,12,64.8,Warning
2024/25,Sem2,10003398,B1502,20,13,69.1,Warning
2024/25,Sem2,10003398,B1503,20,14,71.4,Warning
2024/25,Sem2,10003398,B1504,20,15,77.0,Warning
2024/25,Sem1,10003399,B2002,20,15,78.8,Warning
2024/25,Sem1,10003399,B2004,20,16,84.4,Good
2024/25,Sem1,10003399,B2006,20,16,83.4,Good
2024/25,Sem1,10003399,B2007,20,16,83.4,Good
2024/25,Sem2,10003399,B2501,20,15,76.5,Warning
2024/25,Sem2,10003399,B2502,20,16,83.8,Good
2024/25,Sem2,10003399,B2503,20,15,79.4,Warning
2024/25,Sem2,10003399,B2504,20,18,90.1,Good
2024/25,Sem1,10003400,B3001,20,17,85.2,Good
2024/25,Sem1,10003400,B3002,20,16,81.0,Good
2024/25,Sem1,10003400,B3009,20,17,89.5,Good
2024/25,Sem1,10003400,B3010,20,16,80.4,Good
2024/25,Sem2,10003400,B3507,20,18,93.4,Good
2024/25,Sem2,10003400,B3508,20,15,78.5,Warning
2024/25,Sem2,10003400,B3511,20,15,79.0,Warning
2024/25,Sem2,10003400,B3512,20,16,80.1,Good
2024/25,Sem1,10003401,GS1001,20,12,63.5,Warning
2024/25,Sem1,10003401,GS1002,20,13,66.5,Warning
2024/25,Sem1,10003401,B1003,20,13,65.6,Warning
2024/25,Sem1,10003401,B1004,20,14,71.6,Warning
2024/25,Sem2,10003401,B1501,20,12,63.2,Warning
2024/25,Sem2,10003401,B1502,20,15,76.7,Warning
2024/25,Sem2,10003401,B1503,20,11,59.8,Concern
2024/25,Sem2,10003401,B1504,20,15,75.3,Warning
2024/25,Sem1,10003402,B2002,20,13,67.0,Warning
2024/25,Sem1,10003402,B2004,20,13,67.1,Warning
2024/25,Sem1,10003402,B2006,20,13,69.2,Warning
2024/25,Sem1,10003402,B2007,20,15,75.5,Warning
2024/25,Sem2,10003402,B2501,20,13,68.3,Warning
2024/25,Sem2,10003402,B2502,20,11,59.9,Concern
2024/25,Sem2,10003402,B2503,20,16,84.3,Good
2024/25,Sem2,10003402,B2504,20,15,76.0,Warning
2024/25,Sem1,10003403,GS1001,20,13,65.9,Warning
2024/25,Sem1,10003403,GS1002,20,15,79.1,Warning
2024/25,Sem1,10003403,B1003,20,14,72.3,Warning
2024/25,Sem1,10003403,B1004,20,13,69.4,Warning
2024/25,Sem2,10003403,B1501,20,15,75.3,Warning
2024/25,Sem2,10003403,B1502,20,14,73.2,Warning
2024/25,Sem2,10003403,B1503,20,13,65.9,Warning
2024/25,Sem2,10003403,B1504,20,17,88.3,Good
2024/25,Sem1,10003404,GS1001,20,19,96.6,Good
2024/25,Sem1,10003404,GS1002,20,17,88.1,Good
2024/25,Sem1,10003404,B1003,20,20,100.0,Good
2024/25,Sem1,10003404,B1004,20,19,95.1,Good
2024/25,Sem2,10003404,B1501,20,17,87.9,Good
2024/25,Sem2,10003404,B1502,20,18,94.6,Good
2024/25,Sem2,10003404,B1503,20,18,91.2,Good
2024/25,Sem2,10003404,B1504,20,18,91.9,Good
2024/25,Sem1,10003405,GS1001,20,19,98.3,Good
2024/25,Sem1,10003405,GS1002,20,18,90.5,Good
2024/25,Sem1,10003405,B1003,20,17,86.2,Good
2024/25,Sem1,10003405,B1004,20,19,96.0,Good
2024/25,Sem2,10003405,B1501,20,19,95.7,Good
2024/25,Sem2,10003405,B1502,20,18,92.4,Good
2024/25,Sem2,10003405,B1503,20,17,89.0,Good
2024/25,Sem2,10003405,B1504,20,19,98.9,Good
2024/25,Sem1,10003406,GS1001,20,14,73.2,Warning
2024/25,Sem1,10003406,GS1002,20,13,68.7,Warning
2024/25,Sem1,10003406,B1003,20,13,65.8,Warning
2024/25,Sem1,10003406,B1004,20,16,80.1,Good
2024/25,Sem2,10003406,B1501,20,14,71.2,Warning
2024/25,Sem2,10003406,B1502,20,13,66.2,Warning
2024/25,Sem2,10003406,B1503,20,15,76.9,Warning
2024/25,Sem2,10003406,B1504,20,13,68.7,Warning
2024/25,Sem1,10003407,GS1001,20,13,68.1,Warning
2024/25,Sem1,10003407,GS1002,20,11,57.9,Concern
2024/25,Sem1,10003407,B1003,20,13,69.5,Warning
2024/25,Sem1,10003407,B1004,20,14,74.2,Warning
2024/25,Sem2,10003407,B1501,20,15,76.0,Warning
2024/25,Sem2,10003407,B1502,20,12,63.3,Warning
2024/25,Sem2,10003407,B1503,20,16,81.9,Good
2024/25,Sem2,10003407,B1504,20,13,69.3,Warning
2024/25,Sem1,10003408,B3001,20,17,86.4,Good
2024/25,Sem1,10003408,B3002,20,16,81.8,Good
2024/25,Sem1,10003408,B3009,20,17,88.7,Good
2024/25,Sem1,10003408,B3010,20,14,73.6,Warning
2024/25,Sem2,10003408,B3507,20,16,82.6,Good
2024/25,Sem2,10003408,B3508,20,14,72.8,Warning
2024/25,Sem2,10003408,B3511,20,17,89.5,Good
2024/25,Sem2,10003408,B3512,20,15,79.6,Warning
2024/25,Sem1,10003409,B2002,20,15,75.3,Warning
2024/25,Sem1,10003409,B2004,20,15,75.1,Warning
2024/25,Sem1,10003409,B2006,20,15,78.1,Warning
2024/25,Sem1,10003409,B2007,20,14,73.7,Warning
2024/25,Sem2,10003409,B2501,20,14,71.2,Warning
2024/25,Sem2,10003409,B2502,20,14,72.1,Warning
2024/25,Sem2,10003409,B2503,20,13,66.5,Warning
2024/25,Sem2,10003409,B2504,20,13,67.6,Warning
2024/25,Sem1,10003410,B2002,20,17,87.3,Good
2024/25,Sem1,10003410,B2004,20,17,87.0,Good
2024/25,Sem1,10003410,B2006,20,18,92.2,Good
2024/25,Sem1,10003410,B2007,20,20,100.0,Good
2024/25,Sem2,10003410,B2501,20,18,90.0,Good
2024/25,Sem2,10003410,B2502,20,17,87.0,Good
2024/25,Sem2,10003410,B2503,20,18,90.2,Good
2024/25,Sem2,10003410,B2504,20,17,88.5,Good
2024/25,Sem1,10003411,GS1001,20,12,61.9,Warning
2024/25,Sem1,10003411,GS1002,20,15,79.0,Warning
2024/25,Sem1,10003411,B1003,20,13,67.2,Warning
2024/25,Sem1,10003411,B1004,20,14,71.6,Warning
2024/25,Sem2,10003411,B1501,20,14,73.0,Warning
2024/25,Sem2,10003411,B1502,20,13,66.0,Warning
2024/25,Sem2,10003411,B1503,20,14,73.5,Warning
2024/25,Sem2,10003411,B1504,20,14,72.3,Warning
2024/25,Sem1,10003412,GS1001,20,15,76.3,Warning
2024/25,Sem1,10003412,GS1002,20,15,75.0,Warning
2024/25,Sem1,10003412,B1003,20,14,74.5,Warning
2024/25,Sem1,10003412,B1004,20,15,78.2,Warning
2024/25,Sem2,10003412,B1501,20,12,63.4,Warning
2024/25,Sem2,10003412,B1502,20,13,68.6,Warning
2024/25,Sem2,10003412,B1503,20,12,62.4,Warning
2024/25,Sem2,10003412,B1504,20,15,75.4,Warning
2024/25,Sem1,10003413,GS1001,20,8,42.8,Concern
2024/25,Sem1,10003413,GS1002,20,8,42.9,Concern
2024/25,Sem1,10003413,B1003,20,11,55.8,Concern
2024/25,Sem1,10003413,B1004,20,9,48.3,Concern
2024/25,Sem2,10003413,B1501,20,9,45.0,Concern
2024/25,Sem2,10003413,B1502,20,10,54.9,Concern
2024/25,Sem2,10003413,B1503,20,8,43.4,Concern
2024/25,Sem2,10003413,B1504,20,10,51.6,Concern
2024/25,Sem1,10003414,GS1001,20,17,85.8,Good
2024/25,Sem1,10003414,GS1002,20,18,92.9,Good
2024/25,Sem1,10003414,B1003,20,18,91.3,Good
2024/25,Sem1,10003414,B1004,20,18,93.5,Good
2024/25,Sem2,10003414,B1501,20,19,97.5,Good
2024/25,Sem2,10003414,B1502,20,18,94.5,Good
2024/25,Sem2,10003414,B1503,20,19,98.5,Good
2024/25,Sem2,10003414,B1504,20,17,88.4,Good
2024/25,Sem1,10003415,B2004,20,13,68.8,Warning
2024/25,Sem1,10003415,B2006,20,13,68.0,Warning
2024/25,Sem1,10003415,B2007,20,13,68.1,Warning
2024/25,Sem1,10003415,B2009,20,13,68.6,Warning
2024/25,Sem2,10003415,B2504,20,15,79.5,Warning
2024/25,Sem2,10003415,B2505,20,16,82.3,Good
2024/25,Sem2,10003415,B2506,20,13,67.9,Warning
2024/25,Sem2,10003415,B2501,20,16,80.5,Good
2024/25,Sem1,10003416,GS1001,20,15,76.2,Warning
2024/25,Sem1,10003416,GS1002,20,13,66.8,Warning
2024/25,Sem1,10003416,B1003,20,14,70.5,Warning
2024/25,Sem1,10003416,B1004,20,15,78.6,Warning
2024/25,Sem2,10003416,B1501,20,15,75.9,Warning
2024/25,Sem2,10003416,B1502,20,14,72.1,Warning
2024/25,Sem2,10003416,B1503,20,13,69.5,Warning
2024/25,Sem2,10003416,B1504,20,16,80.3,Good
2024/25,Sem1,10003417,GS1001,20,19,95.3,Good
2024/25,Sem1,10003417,GS1002,20,17,88.9,Good
2024/25,Sem1,10003417,B1003,20,16,82.5,Good
2024/25,Sem1,10003417,B1004,20,18,93.2,Good
